ID_merge,appid,id_developer,weights
583,27000,15063,1.0
584,27020,15063,1.0
585,27050,15063,1.0
586,27200,161,1.0
587,27330,17632,1.0
588,27400,10326,1.0
589,27600,12751,1.0
590,27800,9040,1.0
591,27810,9040,1.0
592,27900,4251,1.0
593,27920,4251,1.0
594,27940,4251,1.0
595,28000,7565,1.0
596,29120,8558,1.0
597,29130,8558,1.0
598,29160,4955,1.0
599,29180,6848,1.0
600,29800,4741,1.0
601,29900,4124,1.0
602,31270,15320,1.0
603,31300,12868,1.0
604,31800,6866,1.0
605,31810,6866,1.0
606,31820,6866,1.0
607,31830,6866,1.0
608,31840,6866,1.0
609,31850,6866,1.0
610,31860,6866,1.0
611,31870,6866,1.0
612,31880,6866,1.0
613,31890,6866,1.0
614,31900,6866,1.0
615,31910,6866,1.0
616,31920,6866,1.0
617,31930,6866,1.0
618,31980,6866,1.0
619,32000,14021,0.5
620,32000,15584,0.5
621,32110,10376,1.0
622,32120,10376,1.0
623,32140,10376,1.0
624,32150,16064,1.0
625,32160,10376,1.0
626,32200,1961,1.0
627,32310,9184,1.0
628,32330,15960,1.0
629,32340,9184,1.0
630,32350,9184,1.0
631,32360,9184,1.0
632,32370,1303,0.5
633,32370,1872,0.5
634,32380,9184,1.0
635,32390,9184,1.0
636,32400,9184,1.0
637,32410,9184,1.0
638,32420,8578,1.0
639,32430,1305,0.5
640,32430,9184,0.5
641,32440,5323,0.5
642,32440,15960,0.5
643,32450,15960,1.0
644,32460,9184,1.0
645,32470,11743,1.0
646,32500,1305,1.0
647,32510,15960,1.0
648,32610,10991,1.0
649,32620,10991,1.0
650,32630,10991,1.0
651,32640,10991,1.0
652,32650,10991,1.0
653,32660,10991,1.0
654,32670,10991,1.0
655,32680,12998,1.0
656,32710,10991,1.0
657,32720,10991,1.0
658,32730,10991,1.0
659,32740,10991,1.0
660,32750,10991,1.0
661,32760,10991,1.0
662,32770,10991,1.0
663,32900,4873,1.0
664,33100,13840,1.0
665,33110,13840,1.0
666,33120,13840,1.0
667,33130,13840,1.0
668,33180,13840,1.0
669,33230,16195,1.0
670,33320,16195,1.0
671,33390,2347,1.0
672,33460,16194,1.0
673,33520,2314,0.3333333333333333
674,33520,5717,0.3333333333333333
675,33520,12179,0.3333333333333333
676,33570,1282,1.0
677,33600,12919,1.0
678,33610,12919,1.0
679,33620,14996,1.0
680,33650,7230,1.0
681,33660,8503,1.0
682,33670,8,0.5
683,33670,570,0.5
684,33680,17513,1.0
685,33760,1546,1.0
686,33770,4483,1.0
687,33790,6582,1.0
688,33900,2162,1.0
689,33930,2162,1.0
690,33950,781,1.0
691,33980,2730,1.0
692,33990,2730,1.0
693,34010,11097,1.0
694,34030,3371,0.5
695,34030,5323,0.5
696,34190,14844,1.0
697,34410,6621,1.0
698,34420,16275,1.0
699,34500,13360,1.0
700,34600,16842,1.0
701,34630,16842,1.0
702,34640,16842,1.0
703,34800,2966,1.0
704,34810,2965,1.0
705,34820,2965,1.0
706,34830,2965,1.0
707,34870,2965,1.0
708,34900,7540,1.0
709,34920,7540,1.0
710,35000,7565,1.0
711,35070,7015,1.0
712,35130,3455,1.0
713,35140,5323,0.5
714,35140,13108,0.5
715,35300,6184,1.0
716,35310,15111,1.0
717,35320,15111,1.0
718,35450,16040,1.0
719,35460,15343,1.0
720,35480,12208,1.0
721,35600,5711,1.0
722,35700,5759,1.0
723,35720,5759,1.0
724,35800,4122,1.0
725,36000,13361,1.0
726,36100,13414,1.0
727,36130,13414,1.0
728,36180,13414,1.0
729,36210,13414,1.0
730,36240,13414,1.0
731,36300,13414,1.0
732,36310,13414,1.0
733,36320,2677,1.0
734,36900,115,1.0
735,36910,115,1.0
736,37000,7205,1.0
737,37010,5733,1.0
738,37030,2775,1.0
739,37100,2962,1.0
740,37210,1820,1.0
741,37220,713,1.0
742,37230,17543,1.0
743,37240,12037,1.0
744,37260,16799,1.0
745,37270,12037,1.0
746,37280,13435,1.0
747,37300,12037,1.0
748,37310,366,1.0
749,37320,12037,1.0
750,37330,12037,1.0
751,37340,13435,1.0
752,37370,12037,1.0
753,37380,12037,1.0
754,37390,12037,1.0
755,37400,13958,1.0
756,37500,17452,1.0
757,37600,16458,1.0
758,37700,226,1.0
759,37800,6010,1.0
760,37960,7673,1.0
761,38000,7673,1.0
762,38070,7673,1.0
763,38080,6944,1.0
764,38090,6944,1.0
765,38100,6944,1.0
766,38110,6944,1.0
767,38120,595,1.0
768,38130,595,1.0
769,38140,595,1.0
770,38150,595,1.0
771,38160,595,1.0
772,38170,1429,1.0
773,38180,1429,1.0
774,38190,1429,1.0
775,38210,14372,1.0
776,38230,4874,1.0
777,38400,7522,1.0
778,38410,1960,1.0
779,38420,36,1.0
780,38430,17259,1.0
781,38450,13776,1.0
782,38460,1873,1.0
783,38490,13776,1.0
784,38600,14820,1.0
785,38700,16146,1.0
786,38720,16146,1.0
787,38740,16146,1.0
788,39000,1202,0.5
789,39000,16599,0.5
790,39110,14435,1.0
791,39120,16026,1.0
792,39140,14435,1.0
793,39150,14435,1.0
794,39190,6089,1.0
795,39200,6089,1.0
796,39210,14435,1.0
797,39500,11872,1.0
798,39510,11872,1.0
799,39520,173,1.0
800,39540,11762,1.0
801,39560,7008,1.0
802,39630,15625,1.0
803,39640,15625,1.0
804,39650,155,1.0
805,39660,155,1.0
806,39670,2688,1.0
807,39680,13251,1.0
808,39690,14358,1.0
809,39800,4091,1.0
810,39900,17639,1.0
811,40100,6089,1.0
812,40200,13333,1.0
813,40210,13333,1.0
814,40300,11872,1.0
815,40320,14660,1.0
816,40330,961,1.0
817,40340,961,1.0
818,40350,961,1.0
819,40380,15290,1.0
820,40390,11872,1.0
821,40400,1137,1.0
822,40420,1137,1.0
823,40500,9463,1.0
824,40700,805,1.0
825,40720,805,1.0
826,40930,15489,1.0
827,40950,5398,1.0
828,40970,5398,1.0
829,40980,5398,1.0
830,40990,7296,1.0
831,41000,3425,1.0
832,41070,3425,1.0
833,41100,8520,1.0
834,41300,10819,1.0
835,41400,4401,1.0
836,41500,13258,1.0
837,41600,16626,1.0
838,41660,11079,1.0
839,41680,7387,1.0
840,41700,6550,1.0
841,41740,7205,1.0
842,41800,12193,1.0
843,41900,7561,1.0
844,42000,16025,1.0
845,42120,5286,1.0
846,42140,5286,1.0
847,42170,5286,1.0
848,42210,6866,1.0
849,42220,6866,1.0
850,42230,6866,1.0
851,42500,3737,1.0
852,42670,12617,1.0
853,42700,15987,1.0
854,42810,3456,1.0
855,42850,1935,1.0
856,42890,8325,1.0
857,42910,1211,1.0
858,42920,10603,1.0
859,42930,55,1.0
860,42940,55,1.0
861,42950,55,1.0
862,42960,11543,1.0
863,42980,11543,1.0
864,42990,8324,1.0
865,43000,4329,1.0
866,43100,2100,1.0
867,43190,8590,1.0
868,43500,12683,1.0
869,43600,6866,1.0
870,44100,10672,1.0
871,44350,3077,0.5
872,44350,5323,0.5
873,44360,3076,1.0
874,44600,13888,1.0
875,44680,13888,1.0
876,44690,13888,1.0
877,45000,2525,1.0
878,45100,1238,1.0
879,45300,5900,1.0
880,45400,10591,1.0
881,45410,10591,1.0
882,45420,10591,1.0
883,45450,10591,1.0
884,45700,2583,1.0
885,45710,549,1.0
886,45720,2585,1.0
887,45730,11385,1.0
888,45740,2589,1.0
889,45750,2585,1.0
890,45760,2583,1.0
891,45770,2589,1.0
892,46000,9223,1.0
893,46200,14012,1.0
894,46250,15441,1.0
895,46260,4781,1.0
896,46270,17244,1.0
897,46280,17244,1.0
898,46290,49,1.0
899,46340,49,1.0
900,46350,16275,1.0
901,46360,49,1.0
902,46370,14172,1.0
903,46380,8859,1.0
904,46400,3021,0.5
905,46400,6789,0.5
906,46410,3022,1.0
907,46440,12511,1.0
908,46450,13849,1.0
909,46480,9942,1.0
910,46490,9942,1.0
911,46500,9942,1.0
912,46510,9942,1.0
913,46520,9843,0.5
914,46520,11109,0.5
915,46540,6790,1.0
916,46550,9753,1.0
917,46570,13849,1.0
918,46600,3907,1.0
919,46700,15905,1.0
920,46710,15905,1.0
921,46720,3611,1.0
922,46730,3611,1.0
923,46740,7209,1.0
924,46750,3748,1.0
925,46760,15905,1.0
926,46770,10407,1.0
927,46790,11017,1.0
928,46830,15905,1.0
929,46840,15905,1.0
930,46850,4529,1.0
931,47110,6319,1.0
932,47120,6321,1.0
933,47130,6319,1.0
934,47400,5398,1.0
935,47410,5398,1.0
936,47700,4588,1.0
937,47730,1872,1.0
938,47780,16628,1.0
939,47790,4753,1.0
940,47800,14467,1.0
941,47810,1872,1.0
942,47870,3415,1.0
943,47890,15513,1.0
944,47920,14044,1.0
945,48000,12033,1.0
946,48110,16205,1.0
947,48150,5122,1.0
948,48190,16195,1.0
949,48240,2095,0.5
950,48240,12823,0.5
951,48700,15071,1.0
952,48720,15071,1.0
953,48800,16783,1.0
954,48950,16421,1.0
955,49000,12037,1.0
956,49300,10848,1.0
957,49320,10848,1.0
958,49470,14468,1.0
959,49520,1301,0.3333333333333333
960,49520,1303,0.3333333333333333
961,49520,6115,0.3333333333333333
962,49600,3105,1.0
963,49800,10387,1.0
964,49810,10387,1.0
965,49900,1651,1.0
966,50000,10983,1.0
967,50130,98,0.5
968,50130,5323,0.5
969,50300,17331,1.0
970,50510,4337,1.0
971,50910,1799,1.0
972,50920,1799,1.0
973,50930,1799,1.0
974,50940,1799,1.0
975,50960,1799,1.0
976,50970,1799,1.0
977,50980,1799,1.0
978,50990,1799,1.0
979,51000,1799,1.0
980,51010,1799,1.0
981,51020,1799,1.0
982,51030,1799,1.0
983,51060,1800,1.0
984,55000,2050,1.0
985,55040,2050,1.0
986,55100,4124,0.5
987,55100,8243,0.5
988,55110,16714,1.0
989,55140,4329,0.3333333333333333
990,55140,12546,0.3333333333333333
991,55140,15625,0.3333333333333333
992,55150,12831,1.0
993,55230,16714,1.0
994,57000,11426,1.0
995,57200,4262,1.0
996,57300,5708,1.0
997,57620,6066,1.0
998,57640,12919,1.0
999,57650,12683,1.0
1000,57680,6620,1.0
1001,57690,6620,1.0
1002,57700,9784,1.0
1003,57740,1834,0.5
1004,57740,3241,0.5
1005,57800,14616,1.0
1006,57900,6115,1.0
1007,58200,2305,1.0
1008,58230,2305,1.0
1009,58400,1858,1.0
1010,58520,3530,1.0
1011,58550,3530,1.0
1012,58560,11676,1.0
1013,58570,11676,1.0
1014,58610,5021,1.0
1015,60340,10376,1.0
1016,60350,10376,1.0
1017,60600,14269,1.0
1018,60700,178,1.0
1019,60800,2947,1.0
1020,61100,17371,1.0
1021,61310,2952,1.0
1022,61500,16050,1.0
1023,61510,16050,1.0
1024,61520,16050,1.0
1025,61600,13569,1.0
1026,61700,2604,1.0
1027,61730,2604,1.0
1028,62000,5402,1.0
1029,62100,17649,1.0
1030,63000,1819,1.0
1031,63110,1908,1.0
1032,63200,16180,1.0
1033,63500,13171,1.0
1034,63610,3525,1.0
1035,63650,3525,1.0
1036,63660,3525,1.0
1037,63700,5902,1.0
1038,63710,5902,1.0
1039,63800,9270,1.0
1040,63900,7477,1.0
1041,63910,8268,1.0
1042,63940,49,1.0
1043,63960,49,1.0
1044,64000,4149,1.0
1045,65070,12012,0.5
1046,65070,12720,0.5
1047,65080,2677,1.0
1048,65270,6221,1.0
1049,65400,12653,1.0
1050,65500,14696,1.0
1051,65530,10043,1.0
1052,65540,11872,1.0
1053,65560,4695,1.0
1054,65600,5883,0.3333333333333333
1055,65600,9363,0.3333333333333333
1056,65600,16020,0.3333333333333333
1057,65610,14358,1.0
1058,65710,2730,1.0
1059,65730,2162,1.0
1060,65740,2162,1.0
1061,65780,2162,1.0
1062,65790,2162,1.0
1063,65800,15979,1.0
1064,65930,99,1.0
1065,65980,1301,0.3333333333333333
1066,65980,1303,0.3333333333333333
1067,65980,5382,0.3333333333333333
1068,67000,4249,1.0
1069,67370,4124,1.0
1070,70000,217,1.0
1071,70100,5126,1.0
1072,70110,5126,1.0
1073,70120,5126,1.0
1074,70200,7171,1.0
1075,70210,7171,1.0
1076,70300,15365,1.0
1077,70400,4613,1.0
1078,70420,4613,1.0
1079,70500,6480,1.0
1080,70600,15265,1.0
1081,70620,15265,1.0
1082,70640,15265,1.0
1083,70650,15265,1.0
1084,70660,15265,1.0
1085,70900,2055,1.0
1086,71000,14525,1.0
1087,71230,13593,1.0
1088,71240,13593,1.0
1089,71260,13593,1.0
1090,71340,4030,1.0
1091,72000,5157,1.0
1092,72400,15836,1.0
1093,72850,1765,1.0
1094,72900,2975,1.0
1095,73010,3142,1.0
1096,73060,10310,1.0
1097,73170,9597,1.0
1098,73190,523,1.0
1099,73210,11543,1.0
1100,73220,1607,1.0
1101,78000,12172,1.0
1102,80000,2131,1.0
1103,80200,12748,1.0
1104,80300,7670,1.0
1105,80310,8071,1.0
1106,80330,16799,1.0
1107,80340,16799,1.0
1108,80350,16799,1.0
1109,80360,16799,1.0
1110,90200,6221,1.0
1111,90400,12828,1.0
1112,91100,4135,1.0
1113,91200,24,1.0
1114,91330,1427,0.5
1115,91330,17250,0.5
1116,91600,3096,1.0
1117,91700,14699,1.0
1118,91800,1492,1.0
1119,91810,1492,1.0
1120,91900,14549,1.0
1121,92000,3722,1.0
1122,92100,6153,0.5
1123,92100,12947,0.5
1124,92200,12002,1.0
1125,92210,12002,1.0
1126,92220,12002,1.0
1127,92300,5148,1.0
1128,92400,3221,1.0
1129,92600,17236,1.0
1130,92700,1964,1.0
1131,92800,17498,1.0
1132,92900,423,1.0
1133,93200,12351,1.0
1134,94000,14670,1.0
1135,94200,5366,1.0
1136,94300,3051,1.0
1137,94400,9854,1.0
1138,94590,15320,1.0
1139,94620,14671,1.0
1140,95000,14385,1.0
