ID_merge,appid,id_developer,weights
3493,300630,12986,1.0
3494,300760,13632,1.0
3495,300820,1407,1.0
3496,300840,5541,1.0
3497,300900,5687,1.0
3498,300910,5687,1.0
3499,301050,2287,1.0
3500,301120,14414,1.0
3501,301150,597,1.0
3502,301190,5585,1.0
3503,301200,5585,1.0
3504,301220,14272,1.0
3505,301250,14412,1.0
3506,301260,10847,0.5
3507,301260,17196,0.5
3508,301300,7501,1.0
3509,301320,11187,1.0
3510,301360,1146,1.0
3511,301380,6668,1.0
3512,301420,10275,1.0
3513,301460,9930,0.5
3514,301460,17367,0.5
3515,301500,8664,1.0
3516,301520,5689,1.0
3517,301540,3505,1.0
3518,301610,11751,1.0
3519,301640,12693,1.0
3520,301650,1788,1.0
3521,301670,3444,1.0
3522,301680,4878,1.0
3523,301690,3050,1.0
3524,301700,3050,1.0
3525,301750,4229,1.0
3526,301760,1407,1.0
3527,301830,1678,1.0
3528,301840,16337,1.0
3529,301860,16337,1.0
3530,301910,3915,0.5
3531,301910,6927,0.5
3532,301920,17337,1.0
3533,301930,17337,1.0
3534,301970,13403,1.0
3535,301980,17666,1.0
3536,301990,5228,1.0
3537,302010,9970,1.0
3538,302060,13520,1.0
3539,302080,13520,1.0
3540,302110,6581,1.0
3541,302160,9753,1.0
3542,302170,9942,1.0
3543,302180,9942,1.0
3544,302190,9942,1.0
3545,302210,1322,1.0
3546,302240,13847,1.0
3547,302250,13847,1.0
3548,302260,3141,1.0
3549,302290,13366,1.0
3550,302310,5722,1.0
3551,302320,16867,1.0
3552,302330,389,1.0
3553,302340,389,1.0
3554,302350,389,1.0
3555,302360,389,1.0
3556,302370,389,1.0
3557,302380,14941,1.0
3558,302390,3444,1.0
3559,302440,5638,1.0
3560,302460,1094,1.0
3561,302470,15111,1.0
3562,302490,595,1.0
3563,302510,3465,1.0
3564,302570,1854,1.0
3565,302590,14823,1.0
3566,302610,7186,0.5
3567,302610,7988,0.5
3568,302650,13173,1.0
3569,302670,4149,1.0
3570,302690,16809,1.0
3571,302710,15111,1.0
3572,302730,13704,1.0
3573,302750,9012,1.0
3574,302790,12647,1.0
3575,302810,15221,1.0
3576,302830,10990,1.0
3577,302870,12668,1.0
3578,302910,8519,1.0
3579,302950,17104,1.0
3580,302970,6895,1.0
3581,303210,5056,1.0
3582,303260,16295,1.0
3583,303290,12161,1.0
3584,303310,10995,1.0
3585,303340,12369,1.0
3586,303390,9941,1.0
3587,303430,10875,1.0
3588,303470,11566,1.0
3589,303510,14826,1.0
3590,303530,15694,1.0
3591,303550,15667,1.0
3592,303590,449,1.0
3593,303610,5180,1.0
3594,303680,17046,1.0
3595,303690,17046,1.0
3596,303720,1653,1.0
3597,303790,14374,1.0
3598,303800,2566,0.5
3599,303800,2713,0.5
3600,303830,8643,1.0
3601,303840,6929,1.0
3602,303860,7641,1.0
3603,303870,6030,1.0
3604,303880,11151,1.0
3605,303910,16867,1.0
3606,303940,448,0.5
3607,303940,13049,0.5
3608,304030,17298,1.0
3609,304050,16026,1.0
3610,304150,5685,1.0
3611,304170,5685,1.0
3612,304190,16288,1.0
3613,304240,2585,1.0
3614,304290,2856,1.0
3615,304350,1471,1.0
3616,304390,2095,0.25
3617,304390,16195,0.25
3618,304390,16202,0.25
3619,304390,16210,0.25
3620,304410,9684,1.0
3621,304430,12033,1.0
3622,304460,2953,0.5
3623,304460,6979,0.5
3624,304500,6673,1.0
3625,304530,3915,1.0
3626,304540,3110,1.0
3627,304580,10499,1.0
3628,304650,5194,1.0
3629,304670,1592,1.0
3630,304730,16342,1.0
3631,304750,14295,1.0
3632,304810,12294,1.0
3633,304850,3506,1.0
3634,304910,1372,1.0
3635,304930,14081,1.0
3636,304950,14636,1.0
3637,305010,2721,1.0
3638,305070,7168,1.0
3639,305260,4357,1.0
3640,305380,6777,1.0
3641,305390,16867,1.0
3642,305460,1924,1.0
3643,305480,17104,1.0
3644,305490,17104,1.0
3645,305500,1834,1.0
3646,305620,6941,1.0
3647,305640,8433,1.0
3648,305660,5255,1.0
3649,305700,2643,1.0
3650,305720,2112,1.0
3651,305740,7283,1.0
3652,305760,3684,1.0
3653,305780,1013,1.0
3654,305800,13027,1.0
3655,305820,1061,1.0
3656,305840,14333,1.0
3657,305860,11942,1.0
3658,305880,8590,1.0
3659,305920,13736,1.0
3660,305940,11923,1.0
3661,305960,13989,1.0
3662,305980,15377,1.0
3663,306000,12653,1.0
3664,306020,10833,1.0
3665,306040,1007,0.5
3666,306040,12846,0.5
3667,306130,17550,1.0
3668,306200,595,0.5
3669,306200,10107,0.5
3670,306350,6478,0.5
3671,306350,15518,0.5
3672,306370,15775,1.0
3673,306410,5126,0.5
3674,306410,13288,0.5
3675,306440,3188,1.0
3676,306480,1471,1.0
3677,306490,8082,0.5
3678,306490,8575,0.5
3679,306550,8886,1.0
3680,306620,220,1.0
3681,306630,523,1.0
3682,306640,14053,1.0
3683,306660,5961,1.0
3684,306670,3075,1.0
3685,306680,3597,1.0
3686,306700,3181,1.0
3687,306760,3524,1.0
3688,306930,5819,1.0
3689,306950,3520,1.0
3690,307010,12556,1.0
3691,307030,4845,1.0
3692,307050,9405,1.0
3693,307070,3743,1.0
3694,307090,15345,1.0
3695,307110,3943,1.0
3696,307130,8820,1.0
3697,307150,66,1.0
3698,307170,3189,1.0
3699,307190,17104,1.0
3700,307210,12381,1.0
3701,307230,1431,1.0
3702,307270,7455,1.0
3703,307290,15998,1.0
3704,307340,7238,1.0
3705,307350,7238,1.0
3706,307410,16125,1.0
3707,307430,2133,1.0
3708,307560,12834,1.0
3709,307570,6543,1.0
3710,307580,15296,1.0
3711,307590,13608,1.0
3712,307600,1383,1.0
3713,307620,16002,1.0
3714,307640,17278,1.0
3715,307670,3380,1.0
3716,307690,5323,0.5
3717,307690,16287,0.5
3718,307760,5108,1.0
3719,307770,1471,1.0
3720,307780,10643,0.5
3721,307780,12402,0.5
3722,307880,8736,1.0
3723,307900,1471,1.0
3724,307920,1471,1.0
3725,307930,1471,1.0
3726,307940,1372,1.0
3727,307960,50,0.5
3728,307960,210,0.5
3729,307980,2836,1.0
3730,307990,1471,1.0
3731,308000,13835,0.3333333333333333
3732,308000,14865,0.3333333333333333
3733,308000,15517,0.3333333333333333
3734,308040,1666,1.0
3735,308060,13405,1.0
3736,308080,6566,1.0
3737,308173,9092,1.0
3738,308180,9197,1.0
3739,308270,12113,1.0
3740,308330,3319,1.0
3741,308360,707,1.0
3742,308380,17424,1.0
3743,308400,12737,1.0
3744,308420,10029,1.0
3745,308440,17659,1.0
3746,308460,4355,1.0
3747,308520,9272,1.0
3748,308540,7795,1.0
3749,308560,14638,1.0
3750,308580,15731,1.0
3751,308600,10791,1.0
3752,309900,6651,1.0
3753,310060,8650,1.0
3754,310070,9203,1.0
3755,310080,6755,0.3333333333333333
3756,310080,9784,0.3333333333333333
3757,310080,15468,0.3333333333333333
3758,310110,5287,1.0
3759,310360,11,1.0
3760,310370,3534,0.5
3761,310370,5180,0.5
3762,310390,16741,1.0
3763,310460,8373,1.0
3764,310470,6066,1.0
3765,310490,13972,1.0
3766,310510,10603,1.0
3767,310560,3078,0.3333333333333333
3768,310560,5322,0.3333333333333333
3769,310560,5323,0.3333333333333333
3770,310640,5815,1.0
3771,310700,10078,1.0
3772,310740,10078,1.0
3773,310790,1302,0.5
3774,310790,9196,0.5
3775,310810,13079,1.0
3776,310830,12681,1.0
3777,310850,4125,1.0
3778,310870,10513,1.0
3779,310880,3528,0.5
3780,310880,16238,0.5
3781,310890,6575,0.5
3782,310890,9977,0.5
3783,310950,2583,1.0
3784,310970,8116,1.0
3785,310990,14073,1.0
3786,311010,12376,1.0
3787,311040,5053,1.0
3788,311060,15111,1.0
3789,311080,9382,1.0
3790,311100,9382,1.0
3791,311120,11349,1.0
3792,311140,11349,1.0
3793,311170,13795,1.0
3794,311190,2130,1.0
3795,311210,1303,0.5
3796,311210,15987,0.5
3797,311240,14380,1.0
3798,311250,13354,1.0
3799,311260,6343,0.5
3800,311260,12359,0.5
3801,311290,6501,0.5
3802,311290,15625,0.5
3803,311310,5961,1.0
3804,311340,8502,1.0
3805,311480,10627,1.0
3806,311490,9268,1.0
3807,311560,16192,0.5
3808,311560,16209,0.5
3809,311680,17104,1.0
3810,311690,4263,1.0
3811,311720,5688,1.0
3812,311730,8491,0.5
3813,311730,15228,0.5
3814,311770,15960,1.0
3815,311800,14886,1.0
3816,311820,3891,1.0
3817,311840,1471,1.0
3818,311850,13148,1.0
3819,311860,10670,1.0
3820,311870,12888,1.0
3821,311910,2590,1.0
3822,311930,2569,0.5
3823,311930,13576,0.5
3824,311940,1593,1.0
3825,311980,7577,1.0
3826,312010,14162,1.0
3827,312020,16884,1.0
3828,312050,8883,1.0
3829,312150,7133,1.0
3830,312200,1895,1.0
3831,312210,15916,1.0
3832,312220,1763,0.5
3833,312220,17283,0.5
3834,312230,6358,1.0
3835,312240,14162,1.0
3836,312280,2133,1.0
3837,312300,2856,1.0
3838,312310,11275,1.0
3839,312350,15471,1.0
3840,312360,523,1.0
3841,312370,5458,0.5
3842,312370,15471,0.5
3843,312400,220,1.0
3844,312410,1233,1.0
3845,312420,7098,1.0
3846,312430,6385,0.5
3847,312430,15471,0.5
3848,312440,14757,1.0
3849,312450,15396,1.0
3850,312510,1813,1.0
3851,312520,16536,1.0
3852,312530,8710,1.0
3853,312540,10789,1.0
3854,312560,10789,1.0
3855,312600,10694,1.0
3856,312610,4321,0.5
3857,312610,14131,0.5
3858,312630,14096,1.0
3859,312640,12326,1.0
3860,312650,12693,1.0
3861,312660,12693,1.0
3862,312670,12693,1.0
3863,312720,2133,1.0
3864,312750,4322,0.5
3865,312750,14435,0.5
3866,312780,418,1.0
3867,312790,7227,1.0
3868,312840,1300,0.5
3869,312840,12420,0.5
3870,312900,16673,1.0
3871,312920,1785,1.0
3872,312970,16329,1.0
3873,312980,6421,1.0
3874,312990,5679,1.0
3875,313010,5556,1.0
3876,313020,7281,1.0
3877,313040,8835,1.0
3878,313080,13724,1.0
3879,313120,1626,1.0
3880,313130,5464,1.0
3881,313140,15046,1.0
3882,313160,6221,1.0
3883,313190,15162,1.0
3884,313200,3400,1.0
3885,313210,15162,1.0
3886,313330,4408,1.0
3887,313340,3814,1.0
3888,313360,13515,1.0
3889,313390,12280,1.0
3890,313400,3421,1.0
3891,313470,5138,1.0
3892,313480,10856,1.0
3893,313500,10856,1.0
3894,313590,11218,1.0
3895,313620,5646,1.0
3896,313630,6514,0.5
3897,313630,7052,0.5
3898,313650,1245,1.0
3899,313660,523,1.0
3900,313690,5323,0.5
3901,313690,16080,0.5
3902,313730,9149,1.0
3903,313740,17090,1.0
3904,313780,17622,1.0
3905,313810,8210,0.5
3906,313810,10611,0.5
3907,313830,5892,1.0
3908,313870,1402,1.0
3909,313960,5919,1.0
3910,313980,4384,1.0
3911,314000,2818,1.0
3912,314010,10198,1.0
3913,314020,2740,0.5
3914,314020,3631,0.5
3915,314030,1127,1.0
3916,314050,2138,1.0
3917,314070,9860,1.0
3918,314120,12570,1.0
3919,314150,4321,1.0
3920,314160,9949,1.0
3921,314180,2694,1.0
3922,314200,17104,1.0
3923,314210,1139,1.0
3924,314220,13427,1.0
3925,314230,4790,1.0
3926,314240,13963,1.0
3927,314250,13924,1.0
3928,314280,1751,1.0
3929,314290,5554,1.0
3930,314300,7309,1.0
3931,314320,6293,1.0
3932,314330,2607,1.0
3933,314340,9212,0.5
3934,314340,13945,0.5
3935,314350,16795,1.0
3936,314360,4485,1.0
3937,314370,15345,1.0
3938,314380,6797,1.0
3939,314410,12556,1.0
3940,314460,2915,1.0
3941,314470,17092,1.0
3942,314510,13704,1.0
3943,314520,4343,1.0
3944,314530,6571,0.3333333333333333
3945,314530,8842,0.3333333333333333
3946,314530,10290,0.3333333333333333
3947,314540,10164,1.0
3948,314560,15090,1.0
3949,314570,10069,1.0
3950,314590,15492,1.0
3951,314610,6041,1.0
3952,314630,16151,1.0
3953,314660,8158,1.0
3954,314710,3151,0.5
3955,314710,7530,0.5
3956,314760,12143,0.5
3957,314760,17134,0.5
3958,314770,12143,1.0
3959,314790,3604,1.0
3960,314810,10700,1.0
3961,314830,3604,1.0
3962,314950,12299,1.0
3963,314970,10892,1.0
3964,314980,1607,1.0
3965,315060,104,1.0
3966,315070,8077,1.0
3967,315080,14700,1.0
3968,315110,10074,1.0
3969,315130,11972,1.0
3970,315320,13849,1.0
3971,315330,4229,1.0
3972,315340,5148,1.0
3973,315430,2128,1.0
3974,315450,11359,1.0
3975,315460,5897,1.0
3976,315480,1488,1.0
3977,315540,763,1.0
3978,315550,5108,1.0
3979,315610,10322,1.0
3980,315650,3120,0.5
3981,315650,12952,0.5
3982,315660,10462,1.0
3983,315670,10307,1.0
3984,315680,8123,1.0
3985,315810,10079,1.0
3986,315830,11591,1.0
3987,315840,5619,1.0
3988,315850,6740,1.0
3989,315860,4728,1.0
3990,315920,4868,1.0
3991,315930,7507,1.0
3992,315940,10463,1.0
3993,316010,14469,1.0
3994,316020,11685,1.0
3995,316030,5018,1.0
3996,316080,12112,1.0
3997,316140,15717,1.0
3998,316160,14845,1.0
3999,316180,6728,1.0
4000,316240,12065,1.0
4001,316260,5029,1.0
4002,316320,11524,1.0
4003,316370,4412,1.0
4004,316390,3557,1.0
4005,316420,10939,1.0
4006,316430,6444,1.0
4007,316480,13436,1.0
4008,316600,11317,1.0
4009,316610,589,0.5
4010,316610,1729,0.5
4011,316660,5577,1.0
4012,316700,3528,1.0
4013,316720,16646,1.0
4014,316740,6070,1.0
4015,316790,4328,1.0
4016,316810,11248,1.0
4017,316840,768,1.0
4018,316890,2552,1.0
4019,316930,7713,1.0
4020,316950,4557,1.0
4021,316970,5475,1.0
4022,317020,7093,1.0
4023,317030,7093,1.0
4024,317040,13133,1.0
4025,317060,5975,1.0
4026,317080,6195,1.0
4027,317100,2559,1.0
4028,317250,3423,1.0
4029,317280,10159,1.0
4030,317290,17104,1.0
4031,317300,17104,1.0
4032,317320,593,0.5
4033,317320,1090,0.5
4034,317360,4324,1.0
4035,317370,2947,1.0
4036,317380,9087,1.0
4037,317410,12843,1.0
4038,317440,5964,1.0
4039,317470,3267,1.0
4040,317510,12462,1.0
4041,317580,11524,1.0
4042,317610,15508,1.0
4043,317620,5783,1.0
4044,317710,13737,1.0
4045,317720,16846,1.0
4046,317730,12795,1.0
4047,317820,5928,1.0
4048,317840,5931,1.0
4049,317920,802,0.5
4050,317920,9489,0.5
4051,317940,1584,1.0
4052,317950,15130,1.0
4053,317970,11349,1.0
4054,318020,5021,1.0
4055,318090,5205,1.0
4056,318100,1451,1.0
4057,318130,6795,1.0
4058,318220,11148,1.0
4059,318230,3205,1.0
4060,318260,10687,1.0
4061,318300,11866,1.0
4062,318310,2856,1.0
4063,318330,2856,1.0
4064,318350,6045,1.0
4065,318430,4774,0.5
4066,318430,15831,0.5
4067,318440,17180,1.0
4068,318480,10633,1.0
4069,318530,6544,1.0
4070,318560,2625,1.0
4071,318570,15952,1.0
4072,318600,15480,1.0
4073,318650,16492,1.0
4074,318660,3240,1.0
4075,318680,17476,1.0
4076,318690,16565,1.0
4077,318740,6517,1.0
4078,318860,7928,1.0
4079,318950,11995,1.0
4080,318970,8114,1.0
4081,319050,14124,1.0
4082,319080,6923,1.0
4083,319140,12859,1.0
4084,319170,5029,1.0
4085,319180,7238,1.0
4086,319210,13381,1.0
4087,319230,14865,1.0
4088,319250,15124,1.0
4089,319270,12981,1.0
4090,319280,17364,1.0
4091,319300,10462,1.0
4092,319320,1245,1.0
4093,319400,4205,1.0
4094,319430,177,1.0
4095,319450,5712,1.0
4096,319470,4206,1.0
4097,319480,8094,1.0
4098,319510,13492,1.0
4099,319550,13796,1.0
4100,319560,4752,1.0
4101,319570,10161,1.0
4102,319630,4299,0.3333333333333333
4103,319630,5322,0.3333333333333333
4104,319630,5323,0.3333333333333333
4105,319730,6669,0.5
4106,319730,7325,0.5
4107,319740,7596,1.0
4108,319760,2446,1.0
4109,319780,8966,1.0
4110,319830,654,1.0
4111,319850,3021,1.0
4112,319910,5759,1.0
4113,319970,13000,1.0
4114,320040,8433,1.0
4115,320090,2700,1.0
4116,320110,10462,1.0
4117,320120,10454,1.0
4118,320140,5490,0.5
4119,320140,5831,0.5
4120,320150,11240,1.0
4121,320240,3165,1.0
4122,320300,12720,1.0
4123,320310,7001,1.0
4124,320320,3947,1.0
4125,320330,738,1.0
4126,320340,2797,1.0
4127,320400,10142,1.0
4128,320410,14239,1.0
4129,320430,12034,1.0
4130,320520,2853,1.0
4131,320540,10030,1.0
4132,320610,16351,1.0
4133,320630,16351,1.0
4134,320650,16351,1.0
4135,320670,16351,1.0
4136,320690,597,1.0
4137,320760,9326,1.0
4138,320790,3871,1.0
4139,320820,14975,1.0
4140,320840,2946,1.0
4141,320970,5777,1.0
4142,321030,2401,1.0
4143,321060,15945,1.0
4144,321080,13437,1.0
4145,321150,13528,1.0
4146,321160,4134,1.0
4147,321190,11431,1.0
4148,321260,9359,1.0
4149,321270,2130,1.0
4150,321290,9546,0.2
4151,321290,13627,0.2
4152,321290,14189,0.2
4153,321290,14235,0.2
4154,321290,14834,0.2
4155,321330,7756,1.0
4156,321350,14809,1.0
4157,321360,2954,0.5
4158,321360,12333,0.5
4159,321370,9957,1.0
4160,321390,10940,1.0
4161,321400,14927,1.0
4162,321410,16839,1.0
4163,321450,6657,1.0
4164,321480,3425,1.0
4165,321490,10024,1.0
4166,321560,3675,1.0
4167,321600,14115,1.0
4168,321610,2263,1.0
4169,321660,3313,1.0
4170,321710,9721,1.0
4171,321800,1627,1.0
4172,321830,16568,1.0
4173,321840,7237,1.0
4174,321870,7882,1.0
4175,321880,807,1.0
4176,321890,807,1.0
4177,321920,17560,1.0
4178,321940,3896,1.0
4179,321950,3485,1.0
4180,321960,8946,1.0
4181,322030,2625,1.0
4182,322080,14957,1.0
4183,322110,1598,0.5
4184,322110,5385,0.5
4185,322130,11524,1.0
4186,322170,13069,1.0
4187,322190,7310,1.0
4188,322210,2973,0.5
4189,322210,3340,0.5
4190,322290,9647,0.5
4191,322290,10789,0.5
4192,322300,7247,1.0
4193,322330,8455,1.0
4194,322430,10323,1.0
4195,322440,17352,1.0
4196,322450,9152,1.0
4197,322500,14912,1.0
4198,322520,8491,1.0
4199,322540,3409,1.0
4200,322580,8354,1.0
4201,322630,417,0.5
4202,322630,17578,0.5
4203,322680,5381,1.0
4204,322750,734,1.0
4205,322770,7413,1.0
4206,322780,2234,1.0
4207,322850,3528,1.0
4208,322900,5886,1.0
4209,322910,6653,1.0
4210,322930,7585,1.0
4211,322950,16729,1.0
4212,322970,11606,1.0
4213,322980,1229,1.0
4214,322990,15666,1.0
4215,323000,17388,1.0
4216,323020,10074,1.0
4217,323040,2857,1.0
4218,323060,2857,1.0
4219,323190,24,1.0
4220,323220,11035,1.0
4221,323240,6357,1.0
4222,323250,7323,1.0
4223,323260,13704,1.0
4224,323270,7323,1.0
4225,323280,13704,1.0
4226,323320,12799,1.0
4227,323380,12438,1.0
4228,323430,14875,1.0
4229,323450,5119,1.0
4230,323460,10307,1.0
4231,323470,4177,1.0
4232,323490,3265,0.5
4233,323490,4147,0.5
4234,323580,15655,1.0
4235,323630,13198,1.0
4236,323670,11233,1.0
4237,323680,7374,1.0
4238,323700,6273,1.0
4239,323720,13771,1.0
4240,323780,12675,1.0
4241,323850,15620,1.0
4242,324050,12064,0.5
4243,324050,13814,0.5
4244,324070,6067,1.0
4245,324080,7914,1.0
4246,324090,5868,1.0
4247,324110,9942,1.0
4248,324120,4508,1.0
4249,324140,12229,1.0
4250,324160,16646,1.0
4251,324170,17090,1.0
4252,324190,10370,1.0
4253,324240,2108,1.0
4254,324260,1357,1.0
4255,324270,12131,1.0
4256,324310,14626,1.0
4257,324360,8146,1.0
4258,324390,15565,1.0
4259,324400,2170,0.5
4260,324400,10827,0.5
4261,324420,10827,1.0
4262,324470,12254,1.0
4263,324510,17182,1.0
4264,324520,1233,1.0
4265,324570,120,0.5
4266,324570,16421,0.5
4267,324610,15809,1.0
4268,324650,11796,1.0
4269,324680,12832,0.5
4270,324680,15625,0.5
4271,324710,15717,1.0
4272,324730,15717,1.0
4273,324740,15717,1.0
4274,324750,13578,1.0
4275,324760,11132,1.0
4276,324770,8882,1.0
4277,324800,5541,1.0
4278,324810,12661,1.0
4279,325060,15783,1.0
4280,325090,2234,1.0
4281,325110,14067,1.0
4282,325120,944,0.5
4283,325120,4147,0.5
4284,325150,15192,1.0
4285,325160,17644,1.0
4286,325180,15450,1.0
4287,325300,17043,1.0
4288,325320,3724,1.0
4289,325370,5814,1.0
4290,325420,3224,1.0
4291,325430,9870,1.0
4292,325470,16867,1.0
4293,325520,3604,1.0
4294,325610,3371,1.0
4295,325730,13999,1.0
4296,325790,12733,1.0
4297,325860,9977,0.5
4298,325860,12829,0.5
4299,325870,4390,1.0
4300,325880,8872,0.5
4301,325880,14888,0.5
4302,325930,14042,1.0
4303,326110,8469,1.0
4304,326120,5518,1.0
4305,326130,9011,1.0
4306,326150,14781,1.0
4307,326160,12188,1.0
4308,326180,7890,1.0
4309,326190,7890,1.0
4310,326230,10759,1.0
4311,326340,1127,1.0
4312,326360,539,1.0
4313,326380,2842,1.0
4314,326410,15119,1.0
4315,326420,10513,1.0
4316,326460,8288,1.0
4317,326470,10039,1.0
4318,326480,10185,1.0
4319,326520,14537,0.5
4320,326520,16136,0.5
4321,326590,2946,1.0
4322,326630,1824,1.0
4323,326650,1342,1.0
4324,326670,13118,0.5
4325,326670,16136,0.5
4326,326720,17130,1.0
4327,326730,13190,1.0
4328,326840,535,1.0
4329,326950,14691,1.0
4330,326960,655,0.5
4331,326960,3795,0.5
4332,326990,16230,1.0
4333,327000,13366,1.0
4334,327010,74,1.0
4335,327030,15265,1.0
4336,327060,1920,1.0
4337,327070,1951,1.0
4338,327090,14285,1.0
4339,327140,6367,1.0
4340,327150,15705,1.0
4341,327210,12835,1.0
4342,327220,3604,1.0
4343,327260,14891,1.0
4344,327310,17182,1.0
4345,327370,9432,1.0
4346,327380,9945,1.0
4347,327390,9945,1.0
4348,327400,9945,1.0
4349,327410,5683,1.0
4350,327440,14818,1.0
4351,327450,3009,1.0
4352,327500,1914,1.0
4353,327510,10348,1.0
4354,327520,6092,1.0
4355,327560,11357,1.0
4356,327640,12648,1.0
4357,327650,16379,1.0
4358,327670,4395,1.0
4359,327740,10238,1.0
4360,327760,14008,1.0
4361,327860,8763,1.0
4362,327880,13844,1.0
4363,327890,2234,1.0
4364,327910,4912,0.5
4365,327910,16633,0.5
4366,327920,9945,1.0
4367,327930,10343,1.0
4368,327940,10343,1.0
4369,327950,9945,1.0
4370,327960,4151,1.0
4371,327980,10400,1.0
4372,328000,10400,1.0
4373,328070,16102,1.0
4374,328080,12634,1.0
4375,328100,7478,1.0
4376,328220,12444,1.0
4377,328270,9136,1.0
4378,328310,3389,1.0
4379,328430,9946,1.0
4380,328440,396,1.0
4381,328450,394,0.5
4382,328450,3548,0.5
4383,328460,396,1.0
4384,328470,396,1.0
4385,328500,11953,1.0
4386,328510,12890,1.0
4387,328550,2856,1.0
4388,328590,16808,1.0
4389,328600,4327,1.0
4390,328640,12432,1.0
4391,328650,7970,1.0
4392,328670,12632,1.0
4393,328680,10128,1.0
4394,328710,2080,1.0
4395,328740,6041,1.0
4396,328760,1977,1.0
4397,328780,2702,1.0
4398,328830,793,1.0
4399,328880,12729,1.0
4400,328890,2822,1.0
4401,328900,16891,1.0
4402,328920,9946,1.0
4403,328930,9946,1.0
4404,328940,2950,0.5
4405,328940,3394,0.5
4406,328990,17487,1.0
4407,329000,10670,1.0
4408,329020,4991,1.0
4409,329040,7125,1.0
4410,329050,2585,1.0
4411,329070,2874,0.5
4412,329070,7952,0.5
4413,329110,7441,1.0
4414,329130,979,1.0
4415,329190,12565,1.0
4416,329200,481,1.0
4417,329240,12369,1.0
4418,329280,973,1.0
4419,329310,10483,0.5
4420,329310,14958,0.5
4421,329320,12927,1.0
4422,329340,9587,1.0
4423,329380,2609,1.0
4424,329430,16252,1.0
4425,329440,14245,1.0
4426,329460,15972,1.0
4427,329480,16947,1.0
4428,329490,9407,1.0
4429,329610,10153,1.0
4430,329620,9945,1.0
4431,329630,11471,1.0
4432,329640,395,1.0
4433,329650,15778,1.0
4434,329660,9945,1.0
4435,329670,9945,1.0
4436,329680,9945,1.0
4437,329690,14718,1.0
4438,329770,11799,1.0
4439,329830,3823,1.0
4440,329860,2869,0.5
4441,329860,5385,0.5
4442,329890,4380,1.0
4443,329970,4748,1.0
4444,329980,13904,1.0
4445,330100,10112,1.0
4446,330180,11579,1.0
4447,330270,5756,1.0
4448,330350,17394,1.0
4449,330370,15867,1.0
4450,330390,5931,0.5
4451,330390,13996,0.5
4452,330420,11168,1.0
4453,330450,9231,1.0
4454,330460,1219,0.3333333333333333
4455,330460,13007,0.3333333333333333
4456,330460,13167,0.3333333333333333
4457,330470,5145,1.0
4458,330500,2087,1.0
4459,330520,1368,1.0
4460,330570,2516,1.0
4461,330580,8928,1.0
4462,330590,11573,1.0
4463,330620,11561,1.0
4464,330660,13633,1.0
4465,330670,17301,1.0
4466,330680,17476,1.0
4467,330720,11217,1.0
4468,330770,15086,1.0
4469,330820,9951,1.0
4470,330830,15320,1.0
4471,330880,10328,1.0
4472,330990,2300,1.0
4473,331120,16627,1.0
4474,331160,1670,1.0
4475,331190,16104,1.0
4476,331200,3661,1.0
4477,331210,476,0.5
4478,331210,3229,0.5
4479,331220,13238,1.0
4480,331290,17293,1.0
4481,331340,4842,1.0
4482,331360,7026,1.0
4483,331390,17093,1.0
4484,331400,3667,1.0
4485,331440,8413,1.0
4486,331450,8472,1.0
4487,331460,6673,1.0
4488,331470,14278,1.0
4489,331480,15600,1.0
4490,331500,6889,1.0
4491,331510,10262,1.0
4492,331570,5480,1.0
4493,331580,10609,1.0
4494,331600,8491,1.0
4495,331650,15890,1.0
4496,331670,7696,1.0
4497,331690,5618,1.0
4498,331720,4847,1.0
4499,331750,1299,1.0
4500,331760,10872,1.0
4501,331790,10670,1.0
4502,331870,5595,1.0
4503,331880,12066,1.0
4504,331910,4598,1.0
4505,331920,14357,1.0
4506,331970,1566,1.0
4507,331980,6284,1.0
4508,332070,8140,1.0
4509,332150,12586,1.0
4510,332200,15605,1.0
4511,332250,1381,1.0
4512,332260,12546,1.0
4513,332270,10078,1.0
4514,332310,15960,0.5
4515,332310,16079,0.5
4516,332330,4327,0.5
4517,332330,12392,0.5
4518,332360,2297,1.0
4519,332370,17293,1.0
4520,332380,621,1.0
4521,332390,621,1.0
4522,332400,621,1.0
4523,332410,621,1.0
4524,332480,1437,1.0
4525,332490,10445,1.0
4526,332500,1917,1.0
4527,332530,10608,1.0
4528,332540,5839,1.0
4529,332570,5291,1.0
4530,332580,4397,0.5
4531,332580,13857,0.5
4532,332610,8739,1.0
4533,332620,3955,1.0
4534,332630,11291,1.0
4535,332650,5203,1.0
4536,332700,2159,1.0
4537,332710,12610,0.5
4538,332710,14664,0.5
4539,332730,15646,1.0
4540,332760,3024,0.5
4541,332760,5577,0.5
4542,332780,11530,1.0
4543,332790,1963,1.0
4544,332800,13492,1.0
4545,332810,7046,1.0
4546,332830,2022,1.0
4547,332880,13881,1.0
4548,332950,6285,1.0
4549,333100,3162,0.5
4550,333100,3956,0.5
4551,333120,10425,1.0
4552,333130,17306,1.0
4553,333210,8325,1.0
4554,333220,209,1.0
4555,333250,972,1.0
4556,333260,2315,1.0
4557,333290,11807,1.0
4558,333300,7929,0.2
4559,333300,8583,0.2
4560,333300,9177,0.2
4561,333300,15598,0.2
4562,333300,17553,0.2
4563,333330,1699,1.0
4564,333340,10515,0.5
4565,333340,12284,0.5
