id_developer	developers
5226	Fancy Bear Games
5227	Fancy Bytes
5228	Fancy Bytes, Reactor
5229	Fancy Factory
5230	Fancy Fish Games
5231	FantaBlade Network
5232	Fantahorn Studio
5233	Fantasia Studio
5234	Fantastic, yes
5235	Fantastico Studio
5236	Fantasy Flight Games
5237	Fantasy Flight Interactive
5238	Fantasy Flight Publishing, Inc.
5239	Fantasy Li
5240	Fantasy-Gaming
5241	Fantogame
5242	Fantsize
5243	Far Mills
5244	Far Road Games
5245	Faravid Interactive
5246	FarBox Games
5247	Farbs
5248	Fargamer Studios
5249	Faris Mohammed
5250	Faritengames
5251	Farjay.com
5252	Farlight Games Industry
5253	FarmerGnome
5254	Farrago Fiction
5255	FarrugiaSoft
5256	FarSight Studios
5257	FarSight Studios, Inc.
5258	Farsky Interactive
5259	Fasaria Works
5260	Fascimania
5261	Fase 9 Studios
5262	Fasold Games
5263	Fast Fall Studios
5264	Fast Travel Games
5265	Fastbird Dev Studio
5266	Faster Time Games Limited
5267	Fastermind Games
5268	FastGame
5269	FastGo Group
5270	FastRam Design
5271	FastRolling
5272	Fat Agent
5273	FAT BOMB STUDIOS, LLC
5274	Fat Loot Games
5275	Fat Panda Games
5276	Fat Walrus Games
5277	Fatal Error Games
5278	Fatalitech
5279	Fatbot Games, s. r. o.
5280	Fatcat Games
5281	Fate Dragon Studio
5282	Fatih KAYA
5283	Fatih Turan
5284	Fatmoth
5285	Fatmoth Interactive
5286	Fatshark
5287	Faultline Games
5288	Faust
5289	Faux-Operative Games
5290	Favorite
5291	Fayju
5292	Fazan
5293	Fazz Brothers
5294	FCG
5295	Feardemic
5296	Fearem
5297	FeatherFan
5298	Federico Jimenez
5299	Federico Schliemann
5300	Fedor Votrin
5301	Fedora Collective
5302	Fedorov Ilya & Andrew Konovalov
5303	Feelin Games
5304	FeelThere
5305	Fei
5306	Feisty Crab Studios
5307	Feline Fuelled Games
5308	Felip Guimer�
5309	Felipe Nicolazzi
5310	felipejoys
5311	Felistella
5312	FELISTELLA Co., Ltd.
5313	Felix & Paul Studios
5314	Felix Gillmann
5315	Felix Nickles
5316	Felix Wunderlich
5317	Fellstrike Games
5318	FENGYAPING
5319	Fenix Fire Entertainment
5320	Fenrisulfr Ruin1990
5321	Feperd Games
5322	Feral Interactive (Linux)
5323	Feral Interactive (Mac)
5324	Feral Interactive (Mac/Linux)
5325	FergaTroid Studios
5326	Fermenter Games
5327	Fernando Paulo
5328	Fernando Ramallo
5329	Ferocious Bunny
5330	Ferullo Gaming
5331	Fervent
5332	Fever Dream Gameworks
5333	Fever Game Studios
5334	Fever Pitch Studios
5335	Fevolution Innovation Inc.
5336	Fewjix
5337	FFTG - Nate
5338	FG
5339	FHNBHJ
5340	Fiction Factory Games
5341	Fictiorama Studios
5342	Fiddlesticks Games
5343	Field of View CE
5344	Field Of Vision
5345	Field Tested
5346	Fierce Kaiju Ltd
5347	Fifth Column Games
5348	Fifth Dimension Company
5349	Fifth One
5350	FIFTYTWO
5351	FIGHT4DREAM LIMITED
5352	Fighting Games
5353	FIGS
5354	Figurehead Studios
5355	Filament Games
5356	Filatov Igor
5357	Filimundus
5358	Filip Dusek, Empty Keys
5359	Filip Kostin
5360	Filipinjo
5361	Filippo Ceffa
5362	Filippo Donelli
5363	Filmtyme
5364	Final Boss Entertainment
5365	Final Floor Studios
5366	Final Form Games
5367	Final Game Studio
5368	FinalBit
5369	Finalboss game studio
5370	FinalBoss Games
5371	FINCH
5372	Fine China Games
5373	Fineway Studios
5374	Fingertip Games UK
5375	Finish Line Games
5376	Finite Reflection Studios
5377	Finji
5378	Finn Morgan
5379	Finn Sinclair
5380	Finnish Museum Association
5381	FiolaSoft Studio
5382	Firaxis Games
5383	Fire Dragon Studios
5384	Fire Face Corporation
5385	Fire Hose Games
5386	Fire Leaf Studio
5387	Fire Tap Games
5388	Fireballed Studio
5389	Firebase Industries Ltd.
5390	FIREBEAST
5391	Firebelley
5392	Fireblade Software
5393	Firebrand Games
5394	Firebrush Studios
5395	FireBurnGames
5396	Firecast Studio
5397	Firedog Creative Company Limited
5398	FireFly Studios
5399	Fireglow
5400	Firehawk Studios
5401	Fireline Games
5402	Firemint
5403	Fireproof Games
5404	Fireroot Studios
5405	FireSine LLC
5406	Firestorm Entertainment
5407	Firetail Games
5408	FireVector
5409	First Contact Entertainment
5410	First Game Studio
5411	First Games Interactive
5412	First Place Games
5413	First Violin Games
5414	FIRST_UKRAINIAN
5415	Firstborn Games
5416	FirstForever Studios
5417	FirstSeed
5418	Fish Tank Studio
5419	Fishcow Studio
5420	Fisher Wagg
5421	Fishing Cactus
5422	Fishing Planet LLC
5423	Fishlabs Entertainment GmbH
5424	Fishmoose Interactive
5425	Fist Production
5426	Fistfang
5427	Fistful of Frags Team
5428	FitXR
5429	Fivang
5430	Five Archers Games
5431	Five BN
5432	Five Cubed
5433	Five entertainment
5434	Five Mind Creations
5435	Five Mind Creations UG (haftungsbeschraenkt)
5436	Five Studios Interactive
5437	FIVE-BN GAMES
5438	FIVE12 GAMES LTD
5439	Fiveamp
5440	FiveStarGames
5441	Fivesyounger Development
5442	Fixer Games
5443	Fixpoint Productions
5444	Fixpoint Productions Ltd.
5445	Fizzure Entertainment
5446	fjy741
5447	FK Digital
5448	Flame Spirit Software Studio
5449	Flamebait Games
5450	Flaming Bat Studios
5451	Flaming Firefly
5452	Flaming Fowl Studios
5453	Flaming Pumpkin Ltd
5454	Flanker43
5455	flapjax
5456	FlappyU
5457	FLARB LLC
5458	Flashback Games
5459	Flashbulb
5460	Flashpoint Studios
5461	Flashynurav
5462	Flat Cat Games
5463	Flat Chest Dev
5464	Flat Earth Games
5465	Flat Hill Games
5466	Flat Software
5467	Flat Voxel
5468	FLAT12
5469	Flatbox Studios
5470	FlatCircle
5471	Flatingo
5472	FlatRedBall
5473	Flavio Rausa
5474	FLEB
5475	Fledermaus
5476	Flenx
5477	Fletcher's Games
5478	fletcher.richman
5479	FLEX$ Studios
5480	FlexileStudio
5481	Flicksync
5482	Flight 115, LLC
5483	Flight School Studio
5484	Flight Systems
5485	Flight Systems LLC
5486	Flightless
5487	Flint Games
5488	FLIPFLOPs
5489	Flippancy Studio
5490	FlippFly
5491	Flippfly LLC
5492	FlipSwitch Games
5493	Flix Interactive
5494	Flo Kn�dl
5495	Float Gallery
5496	Floating Island Games
5497	Floating Island Studios
5498	Floating Point Interactive
5499	Floofs
5500	Floor Chicken
5501	Floor59Games
5502	Florastamine
5503	Florent Goumot-Labesse
5504	Florent Vieillescazes
5505	Florian Richter, Tobias Offermanns, Devendra Pohly
5506	Flow
5507	Flow Combine
5508	Flow Fire Games
5509	Flowen Productions LLC
5510	Flowmasters
5511	Flox Studios Ltd.
5512	Fluffex Studios
5513	Fluffy Kitten Studios
5514	Fluffy Menace
5515	Fluid Games
5516	Fluik Entertainment Inc
5517	flukyMachine
5518	Flump Studios
5519	Flurry Game Studios
5520	Flux Game Studio
5521	Fly Dream Dev
5522	Fly System
5523	Fly Troll Studio
5524	FlyAnvil
5525	Flyhigh Works
5526	Flying Cafe for Semianimals
5527	Flying Carpets Games
5528	Flying Fire, LLC
5529	Flying Helmet Games
5530	Flying Islands Team
5531	Flying Kiwi
5532	Flying Mantis Games
5533	Flying Mollusk
5534	Flying Oak Games
5535	Flying Panjandrum
5536	Flying Panjandrum / ?????????????
5537	Flying potato bread
5538	Flying Pudding Studios
5539	Flying Robot Studios
5540	Flying Star Games
5541	Flying Wild Hog
5542	Flying. Stone. Production
5543	FlyInside Inc.
5544	Flyleap Studios
5545	Flyleap Studios Pty. Ltd.
5546	FLYNET STUDIOS
5547	Flynn's Arcade
5548	Fl�vio Miyamaru
5549	FM Studio
5550	FMG Labs
5551	FNGames
5552	Fntastic
5553	FOAM Entertainment
5554	FobTi interactive
5555	FockaGames
5556	Focus Home Interactive
5557	Focus on Fun Games
5558	FoG Games
5559	Fogbound
5560	Foggybus
5561	Fold Up Studios
5562	Foldergeist Studios
5563	Folo Studio
5564	FomoonSoft
5565	Fon Danyrotsky
5566	FOO VR, Inc.
5567	Food dream factory
5568	Fool's Theory
5569	Foolish Mortals Games
5570	Foot in the Box, LLC
5571	Footmade
5572	For All To Play
5573	For Fun Labs
5574	For Kids
5575	For Loop Games
5576	Forbes  Consult Ltd
5577	Force Of Habit
5578	Forceight
5579	Forcequitapplicatons
5580	Fordesoft
5581	Foreignvr
5582	Foremost Games
5583	ForepawSoft
5584	Forester Games
5585	Forever Entertainment S. A.
5586	FOREVER GAME STUDIO LTD
5587	Forever Years
5588	Forever Young Games
5589	forever8pus
5590	Forge Reply
5591	Forge Reply S.r.l.
5592	Forge Reply srl
5593	Forged Chaos LLC
5594	Forgotten Empires
5595	Forgotten Key
5596	Fork Particle Games
5597	Formal Sheep, LLC
5598	Former Sun
5599	Formslingers
5600	Forrest Keel
5601	Forsend
5602	Forthright Entertainment
5603	Forty Avenue games
5604	Forward Development, Ltd.
5605	Forward Instinct
5606	Fosfatina Ediciones
5607	FossettGaming
5608	Fossil
5609	Fossil Games
5610	Foulball Hangover
5611	Foundry
5612	Four Circle Interactive
5613	Four Lights
5614	Four Mans Games L.L.C.
5615	Four Quarters
5616	Four Winged Studio
5617	Four5Six Pixel
5618	Fourattic
5619	FourbitFriday
5620	Fourfold Games
5621	FourthPixel
5622	Fowers Games
5623	Fox
5624	Fox Buchele
5625	Fox Dawn
5626	Fox Dive Studio
5627	FoxForceGames
5628	Foxie Games
5629	Foxie Ventures
5630	FoxLeap
5631	Foxless Box
5632	Foxoft
5633	Foxwarrior Productions
5634	Fractal Box
5635	Fractal Phase
5636	FRAdrift
5637	FRAG Games
5638	Fragment Production Ltd
5639	Fragment Production Ltd.
5640	FragOut
5641	fragOut Studio
5642	Frame Interactive
5643	Frame Perfect Studios
5644	Framefield GmbH
5645	FrameLineNetwork
5646	FrameLineNetwork Kft.
5647	Framestore
5648	Framestore VR Studio
5649	Framing Inc.
5650	Francesco Trovato
5651	Franck Graziano
5652	Francois Braud (Volatile Dove)
5653	Francois Roussel
5654	Frank Gallinsky
5655	Frank J Sudol
5656	Frank Lucas
5657	FranticDreamer
5658	Fraoula
5659	FRAPPA STUDIO
5660	Fratboy Entertainment
5661	FraxelGames
5662	Freaking Games
5663	Freakinware Limited
5664	Freakinware Studios
5665	Freaky Creations
5666	FreakZone Games
5667	frecle ApS
5668	Fred Sauer
5669	Fred Wood
5670	Fredaikis AB
5671	Freddols
5672	Frederic Gaillard
5673	Frederik Holst
5674	Fredrik Carlsson
5675	Free Candy Games
5676	Free Cube Studio
5677	Free Games Info
5678	Free Initiative Games
5679	Free Lives
5680	Free Range Games
5681	Free Time Farmers
5682	free08Games
5683	Freebird Games
5684	Freedintale Studio
5685	Freedom Factory
5686	Freedomize Studio
5687	Freegamer
5688	Freehold Games
5689	Freejam
5690	Freekstorm
5691	FreeMinds
5692	Freestewdios
5693	Freetale
5694	Freetime Studio
5695	Freeway Interactive
5696	FreezeNova
5697	Freie Programme Hohenstein
5698	FRENCH-BREAD
5699	Frenetic Gaming
5700	Frentwick Indie
5701	Fresh Red Minsche Experimental
5702	Fresh3D
5703	Freshfield Studios
5704	FreshGem
5705	Freshly Squeezed
5706	Freshtrax
5707	Frheaky
5708	Frictional Games
5709	Friend Factory
5710	friendlyOctopus
5711	Frima
5712	Frima Studio
5713	Frima Studio Inc.
5714	Frisky Fatal Games
5715	Frismos
5716	Frizzank
5717	Frog City Software
5718	Frog Factory
5719	Frog Paw Studios
5720	Frog the Door Games
5721	Frogames
5722	Frogdice
5723	Frogmind
5724	Frogmouth
5725	Frogshark
5726	Frogsong Studios AB
5727	Frogwares
5728	Frolov Pavel
5729	From Nothing Game Studios
5730	From Soy Sauce LLC
5731	From The Bard
5732	From the Future LLC
5733	FromSoftware
5734	FromSoftware, Inc
5735	FromSoftware, Inc.
5736	Frontier
5737	Frontier Developments
5738	Frontiers.io
5739	Frontseat Studio
5740	Frontwing
5741	Frooxius
5742	Frost Dog Studio
5743	Frost Earth
5744	Frost Earth Studio
5745	Frost Studios
5746	FrostbiteGames
5747	Frostbullet
5748	Frostcloud Studios
5749	Frosted Brain
5750	Frostflake Studios
5751	Frostkeep Studios
5752	Frostlind Games
5753	Frostnoble
5754	Frostwood Interactive
5755	Frosty Elk AB
5756	Frozen District
5757	Frozen Orb
5758	Frozen Rose
5759	Frozenbyte
5760	FrozenCrate, LLC
5761	frozenen
5762	FrozenPepper S.R.L
5763	FrozenPixel (FPX)
5764	FrozenShard Games
5765	FrozenStudio
5766	FRS Game Studio
5767	Frudelsoft
5768	Frutgamestudios
5769	Frymore
5770	Fs studio
5771	Fubenalvo
5772	Fucking games
5773	Fuel Entertainment
5774	Fueled By Rockets
5775	Fuero Games
5776	Fugalengram
5777	Fugazo
5778	Fugazo, Inc.
5779	Fugitive Games
5780	Fula Fisken
5781	Fulby Technologies
5782	Full Control
5783	Full Control Studios
5784	Full Down Games
5785	Full Metal Jacket Games
5786	Fullbright
5787	Fullbrik Games
5788	Fullmetal Developer
5789	FullmetalDeveloper
5790	Fully Bugged
5791	Fully Illustrated
5792	Fumiko Games
5793	Fummy
5794	Fun Bits
5795	FUN Creators
5796	Fun Games For Free
5797	Fun Ghost's Haunted Fun Factory LLC
5798	Fun Guy Apps
5799	Fun Infused Games
5800	Fun Punch Games
5801	Fun Rainbow
5802	Fun Sponge Games
5803	FunArouGames
5804	Funatics Software
5805	Funcom
5806	FUNdation
5807	Funderground Games
5808	FunFant
5809	Funforge
5810	Fungameco Ltd
5811	Funghisoft
5812	Fungi In The Basement
5813	Funkitron
5814	Funktronic Labs
5815	Funky Logic Studios
5816	FunLab??
5817	FunLimit
5818	Funly, LLC
5819	Funnel Inc.
5820	FunnerSoft, LLC
5821	Funny
5822	Funny Angle Games
5823	Funny Bit Games
5824	Funny Games
5825	Funny Games Group
5826	Funny Twins
5827	FunnyNetWork
5828	Funnypack
5829	Funomena
5830	Funs Studios
5831	Funselektor Labs Inc.
5832	FunshipTech
5833	Funsoft
5834	Funtime
5835	Funystone Inc.
5836	Fur Dev Team
5837	FurGoldGames
5838	Furion Studios
5839	Furiously Inactive Games
5840	Furnace Games
5841	Further Beyond Studios
5842	Fury Games Production
5843	Fury Software
5844	Fury Strike Team
5845	FURYU Corporation
5846	Fusion Core
5847	Fusion Labz Corp.
5848	Fusion.Robot & Co
5849	FusionPlay
5850	Fusty Game
5851	Future Crayon
5852	Future Games
5853	Future Immersive
5854	Future Lighthouse
5855	Future Proof Games
5856	Future Tech Lab Co.,Ltd.
5857	Futureantics Pty Ltd
5858	Futuremark
5859	FutureStateMachine
5860	Futuretown
5861	FutureVisionsGames
5862	FuturLab
5863	Fuyu Games AB
5864	Fuzzy Code Studio LLC
5865	FuzzyCube
5866	FUZZYEYES
5867	FX Bilodeau
5868	FX Game Studio
5869	FX Games
5870	FX Games Media
5871	Fyn Games
5872	FYRE Games
5873	F�rst
5874	G+???
5875	G-Dojjo
5876	G-OLD
5877	G-STYLE Co,. Ltd.
5878	G. A. Williams
5879	G. Malta
5880	G.Malta
5881	G.rev Ltd.
5882	G2CREW
5883	G3 Community Patch Team
5884	G5 Entertainment
5885	G5 Software
5886	GabberGames.com
5887	Gabe Cuzzillo
5888	Gabhel Games
5889	Gabriel Entertainment
5890	Gabriel H
5891	Gabriel Interactive
5892	Gabriel Priske
5893	Gabriel Schwab
5894	Gabriel? U�eckait?
5895	Gabriele Cirulli
5896	GabryGa
5897	Gaddy Games
5898	Gadget Games
5899	GaelDK
5900	Gaijin Entertainment
5901	Gaijin Entertainment Corporation
5902	Gaijin Games
5903	Gal Hajaj
5904	GalactaVision
5905	Galactic Bits, Inc
5906	Galactic Cafe
5907	Galactic Gaming Guild
5908	Galactig
5909	galanti
5910	Galavalomka Games
5911	Galaxy Game Studio
5912	Galaxy Gate
5913	Galaxy Studio
5914	Galaxy Wars
5915	GalaxyTrail
5916	GALBRO INC.
5917	Galdor Studios
5918	Galen Drew
5919	Galhmac Game Studio
5920	Gallows
5921	Galope
5922	GaluluGame
5923	Galvanic Games
5924	Gamalocus Studios
5925	Gamatic
5926	Gamaya Inc
5927	Gambreng Games
5928	Gambrinous
5929	game 'o clock studios
5930	Game Alchemists
5931	GAME ARTS Co., Ltd.
5932	Game Cartel
5933	Game Cooks
5934	Game Dev Castle
5935	Game Developer X
5936	Game Distillery s.r.o.
5937	Game e Arte
5938	Game Ever Studio
5939	Game Freak
5940	GAME FREAK inc.
5941	Game Gestalt
5942	Game Grumps
5943	Game Hollywood
5944	Game in a Bottle
5945	Game Kombinat
5946	Game Life Studio
5947	Game Master LLC
5948	Game Mavericks
5949	Game Mechanic Studios
5950	Game Mechanics LLC
5951	GAME NA KIBUN
5952	Game Nation Inc
5953	Game Sage Productions
5954	Game Science
5955	Game Scorpion Inc.
5956	Game Soup LLC
5957	Game Studio 78
5958	Game Studio Abraham Stolk Inc.
5959	Game Swing
5960	Game Troopers
5961	Game-Labs
5962	Game-S
5963	Game2Gather
5964	GameArt Studio GmbH
5965	GameArx
5966	gamebalance
5967	Gamebell Studio
5968	Gamebringer
5969	Gamebryo
5970	GameBubble06
5971	GameCask
5972	GameChain
5973	GameChanger Studio
5974	Gamechuck
5975	GameCoder Studios
5976	GameConnect
5977	Gamecosm
5978	GamecoStudios
5979	GameCrafterTeam
5980	Gameday Inc.
5981	GameDevCoop
5982	GameDevLab
5983	Gamedust Sp. z o.o.
5984	Gameface Games Ltd
5985	Gamegrustudio
5986	Gameguyz
5987	GameHollywood
5988	GameHouse
5989	gameko-studio
5990	GAMELAB
5991	Gameland Arr En Dee
5992	GameLiberty
5993	Gameloft
5994	Gamemag
5995	GameMill Entertainment
5996	Gamenesis
5997	GameOn Production
5998	GameORE
5999	Gamepainters
6000	GamePhase
6001	Gamepires
6002	Gameplay Ltd.
6003	Gameplay Studio VR
6004	Gamepopper
6005	GamePowerEs
6006	GamePrix
6007	Gamer Sensei
6008	Gamera Interactive
6009	GamerGG
6010	Gamerizon
6011	Gamerizon Studio Inc.
6012	Gamers for Good
6013	Gamers4Gamers Team
6014	GamersHype Productions
6015	GamersUnit
6016	GamerzDan
6017	Games by Bill B.
6018	Games by Brundle
6019	Games By Cane
6020	games by lum
6021	Games By Nemiz
6022	Games by Robert, LLC
6023	Games Distillery s.r.o.
6024	Games Faction
6025	Games Farm
6026	GAMES FOR HUMANS
6027	Games for May
6028	Games For Tutti
6029	Games From The Deep
6030	Games Hut
6031	Games Master Mind
6032	Games Of Edan
6033	Games That Work
6034	Games Up
6035	Games With Dragons In
6036	Games++
6037	Games-Up
6038	games.Sharbit
6039	GameSamba
6040	Gamesandapps
6041	Gamesare
6042	GamesByLD
6043	GamesCafe
6044	Gamesoft
6045	Gamestar
6046	Gamestarters
6047	Gamestone Studio
6048	GamestormVR
6049	Gametek Brasil
6050	GameTop.com
6051	Gametornado
6052	GameTrek
6053	Gametrip
6054	Gametroleum
6055	GameUS Inc
6056	GameUS Inc.
6057	Gameware Studios
6058	GameWriterStudio
6059	Gamexy
6060	Gamezaur
6061	Gamieon, Inc.
6062	gamifi.cc games
6063	Gamily Studios
6064	Gaming Cats Studio
6065	Gaming Corps AB
6066	Gaming Minds Studios
6067	Gamious
6068	Gamma Games Interactive Inc.
6069	Gamma-Lambda Games
6070	GammaLateral
6071	Gammosaur
6072	Gampixi
6073	Gamungu
6074	Ganbarion
6075	GANBARION Co., Ltd.
6076	Gangjun (Jun) Ha
6077	Gangsta Studios
6078	Garage 227
6079	Garage Games
6080	Garage Monkey Studio
6081	Garden Knight Games
6082	Garden Shed Studios
6083	Gareloch Games
6084	Garmory
6085	Garnudo Games
6086	Garret Polk
6087	Garrett Fuselier
6088	Gary & Eddy
6089	Gas Powered Games
6090	Gaslamp Games, Inc.
6091	Gateway Interactive
6092	Gatling Goat Studios
6093	GATO STUDIO
6094	Gattai Games
6095	Gaugepunk Games
6096	Gausswerks
6097	Gavin Powell
6098	Gavra Games
6099	Gaweb Studio
6100	Gawkfish Studios
6101	Gazflair3d
6102	Gazoid
6103	Gazzapper Games
6104	GB Patch Games
6105	gbelo Games
6106	GBROSSOFT
6107	GCRH
6108	GCTV DevTeam
6109	GDG Entertainment
6110	GDNomad
6111	GDT Limited
6112	Ge Yin
6113	Gear Learning
6114	Gear Worx Productions
6115	Gearbox Software
6116	Gearing Studios
6117	Gears for Breakfast
6118	gearspecs
6119	Geckoo1337
6120	Geek Games
6121	Geek Sloth Games
6122	GEESCAN
6123	GeexGames
6124	Geezer Games
6125	GefestGames
6126	Gehrig Gosselin
6127	Gehrig Gosslin
6128	Gem candy works
6129	Gem Rose Accent
6130	GemaYue
6131	Gembasher Studio
6132	Gemi Games
6133	Gene Games Technology
6134	Genee Network
6135	GeneGames
6136	General Arcade
6137	General Interactive Co.
6138	Generic Game Studios LLC
6139	Generouz Entertainment
6140	Genesz
6141	Genetic Studio
6142	Genetix Studio
6143	Geniaware Srl
6144	Genius inc.
6145	Genlivpat
6146	GENOVA Softworks
6147	Gentle Ghouls
6148	Gentle Manhands
6149	Gentleman Squid Studio
6150	Gentlymad
6151	Gentlymad Studios
6152	gentome
6153	Geoff 'Zag' Keene
6154	Geoff Keighley
6155	Geoff Nagy
6156	Geomertex
6157	GEOMETRIC BYTES
6158	George Allan
6159	George Batchelor
6160	George Constantinou
6161	George Cook
6162	George Eracleous
6163	George Gilbert
6164	George Glasson
6165	George Horta
6166	George Mandell
6167	GEORGES SAMAKE
6168	Georgian Opariuc
6169	Georgie Chinchen
6170	Georgy Studenikin
6171	Georgy Topalo
6172	Gerald David Becker
6173	Gerd Kortemeyer et al.
6174	Gereon Bartel
6175	Gergely Zsolnay
6176	Geronimo Interactive
6177	Gersh Games LLC
6178	Gestalt Development Studio
6179	Gestmorph Games
6180	Get Color Games
6181	Geuluteogi
6182	GexagonVR
6183	gfdsahdgsye7
6184	GFI Russia
6185	GFX47
6186	GG STUDIOS d.o.o.
6187	GGaming
6188	GGHF
6189	Ghere Games
6190	ghiboz
6191	Ghost Clusters
6192	Ghost Crab Games
6193	Ghost Fish Games
6194	Ghost Lord Games
6195	Ghost Machine
6196	Ghost Ship Games
6197	Ghost Ship Studios
6198	Ghost Time Games
6199	Ghost Town Games Ltd.
6200	Ghostbolt Games
6201	Ghostbutter
6202	GhostShark
6203	GHRIAN STUDIO
6204	GHSSJ
6205	Ghulam Jewel
6206	Gianmarco Rocco
6207	Giant Army
6208	Giant Box Games
6209	Giant Cranium
6210	Giant Enemy Labs
6211	Giant Evil Robot
6212	Giant Fox Studios
6213	Giant Goblin Studio
6214	Giant Light Studios
6215	Giant Margarita
6216	Giant Scam Industries
6217	Giant Space Monster
6218	Giant Spacekat
6219	Giant Sparrow
6220	Giant Squid
6221	Giants Software
6222	GIANTY Inc.
6223	GiBar
6224	GIFT TEN INDUSTRY.K.K
6225	Gigafun Ltd.
6226	Gigantoraptor Games
6227	GIGI studio
6228	Giks
6229	Gil Clavien
6230	Gilded Skull Games
6231	Gilles Schaeck
6232	Ginger Labs LLC
6233	Gingertips Game Studio
6234	Ginko Games
6235	Gio Benedetti
6236	Giovanna Lopes
6237	Giovanni Rotondo
6238	GIPHY Inc.
6239	girl software
6240	GirlGame
6241	GirlMod
6242	Girls Dance studio
6243	Girls Make Games
6244	Gisa Ferreira
6245	gitcare
6246	Giulia Airoldi
6247	Giulia Sorrentino
6248	Giulio Perrone
6249	Give Me Money
6250	Givit Game Studios (Pty) Ltd
6251	Gizmo VR LTD
6252	GK
6253	GKT Studios Entertainment
6254	Gl33k
6255	Glacicle
6256	Glacier Labs
6257	Glass Bottom Games
6258	Glass Bubble Software
6259	Glass Cat Studios
6260	Glass Isle Entertainment
6261	Glass Knuckle Games
6262	Glass of Water Studios
6263	Glass Temple Games
6264	GlassCats
6265	Glenn Main
6266	Glimma Games
6267	Glitch Games Ltd
6268	Glitch Studio
6269	Glitched Studios
6270	Glitchless, LLC
6271	Glitchnap
6272	Glitchr Studio
6273	Glitchy Pixel
6274	Global defense company
6275	Global Empire Soft
6276	globalsoccermanager
6277	Globiss Interactive
6278	Glock Software
6279	Gloomywood
6280	Gloria Hsieh
6281	Gloria Works
6282	Gloves of Bobby
6283	Glow Games Studio
6284	Glowforth
6285	Glowstick Entertainment
6286	Glyph Worlds
6287	Glyphs in Lines, LLC
6288	GlyphX Games
6289	GMD Studio
6290	GMGame
6291	Gnamics Ltd.
6292	Gnarled Scar Manipulations
6293	gnifrebel Games UG
6294	Gnioto VR
6295	gnomearc
6296	Gnomic Studios
6297	Go All Games
6298	Go Dark Studios
6299	GO Dizajn
6300	GO Studio
6301	GO! Games
6302	Go-Ah! Games
6303	Goatee Games
6304	Gobbo Games
6305	GoBit Games
6306	Goblin Council
6307	Goblin Portal
6308	Goblinz
6309	Goblinz Digital
6310	Goblinz Studio
6311	Goca Games
6312	God As A Cucumber
6313	God Workshop
6314	Godline
6315	Godot Engine
6316	GodSpeed Games
6317	GoeX GameS
6318	GogglesKitty
6319	Gogii
6320	Gogii Games
6321	Gogiii
6322	GOH Studio
6323	Goin' Yumbo Games
6324	Going Loud Studios
6325	GoingForwardTeam
6326	Gojira
6327	GOKSU
6328	Gold5Games
6329	Goldbar Games
6330	Golden Age Creative
6331	Golden Epoch Media
6332	Golden Frog
6333	Golden Game Barn
6334	Golden Gear Games
6335	Golden Ruby Games
6336	Golden Unicorn Gaming Inc
6337	GoldenCrest Games
6338	GoldenGod Games
6339	Goldfinch Studios
6340	GoldFire Studios
6341	Goldhawk Interactive
6342	Goldsaucer Ltd
6343	GolemLabs
6344	Golgoth Studio
6345	Goloso Games
6346	GoManga Interactive
6347	Gonagame Studio
6348	Gone North Games
6349	GonzoVR
6350	Goober Games
6351	Good Bit
6352	Good Catch Games
6353	Good Day Games
6354	Good Free Games To Play
6355	Good Game Co.Ltd
6356	Good Game Studio Co., Ltd.
6357	Good Games
6358	Good Morning, Commander
6359	Good Night Brave Warrior
6360	Goodby Silverstein and Partners
6361	GooDCrafter
6362	GooDGooN
6363	GoodJob
6364	Goodsir
6365	GoodVole
6366	Goodwolf Studio
6367	Google
6368	Google Inc.
6369	goonswarm
6370	Gopherwood Studios LLC
6371	Gorbachev V.A.
6372	gord10
6373	Gordon Little
6374	Gordon Roberts
6375	GorePixelGames
6376	Gorge Quan Li
6377	Gorilla Cafe
6378	Gorilla Tactics
6379	Gory Detail Limited
6380	Gosatsu Visual Novels
6381	GOSDEP USA
6382	GoshFather
6383	Gosuworks
6384	Gotham City Films, LLC
6385	Gothic Labs
6386	GOTY LLC
6387	GPM
6388	GQG DEVELOPER
6389	GQJoy Information Technology Co.Ltd
6390	Grab Games
6391	GrabTheGames Studios
6392	Grace Bruxner
6393	Grade 9 Games
6394	GRADE6
6395	Gradoservice
6396	Graduate Games
6397	Graeme Scott
6398	Graf von Wenzel
6399	Graffiti
6400	Graham Dodge
6401	Graham Garven
6402	Gran Skrea Online
6403	Grand Cauldron
6404	Grandma Studios
6405	Grandpa Pixel
6406	Granola Studios
6407	Grant B.
6408	grapefrukt games
6409	Grapeshot Games
6410	GraphicDNA
6411	Graphite Lab
6412	Graphium Studio
6413	GraphXGames
6414	Grasshopper Manufacture
6415	GRASSHOPPER MANUFACTURE INC.
6416	Grave Danger Games
6417	Graveck
6418	Graven Visual Novels
6419	Graverobber Foundation
6420	Gravitation Art
6421	Graviteam
6422	Gravity Game Studio
6423	Gravity Games
6424	Gravity Wave Interactive
6425	Gravity Well Studios
6426	Gravity Whale Games
6427	Gravvit Ltd
6428	Gray Fin Studios
6429	Gray Matter Studios
6430	Gray Wolf Interactive LLC
6431	Graybeard Games
6432	Grayson Malinowski
6433	GrayTower
6434	Graziano Ferraro
6435	Grean
6436	Great Boolean
