id_developer	developers
10391	Music Paradise
10392	Musopia
10393	Musrka
10394	Mustache Games
10395	Mustafa An?l �Z
10396	Mustafa Kosdak
10397	Mutant Entertainment Studios
10398	Mutated Software
10399	Mute Canary
10400	Muteki
10401	MUTT Studio
10402	Muttley1968
10403	MUVGAMES
10404	Muzaku
10405	Muzintou
10406	Muzzy Lane
10407	Muzzy Lane Software
10408	MWC
10409	MWN TECH.,LTD
10410	MXTreality
10411	My Dog Zorro
10412	My Next Games
10413	My Owl Software
10414	My.com
10415	MyACG Studio
10416	Myarcadegames Studios
10417	MyDearest
10418	MyDearest Inc.
10419	MyDream Interactive Inc.
10420	MyDream Interactive, Inc
10421	MyDream Interactive, Inc.
10422	MyDreamForever
10423	MyDreamForever_Old
10424	Mykel Flynn
10425	Mykhail Konokh
10426	Myou
10427	Myoubouh Corp
10428	Myra D'Ann
10429	Myroid-Type Comics
10430	Myrolit Studios
10431	Myron Software
10432	Myrrh creative
10433	Myshkin Entertainment
10434	Mysia Games
10435	MyST
10436	Mysteria Studio
10437	Mystery Egg Games
10438	Mysterytag
10439	Mystic Box
10440	Mystic cat
10441	Mystified Games
10442	Mystik'Art
10443	Mythic Chest
10444	Mythical Alterno
10445	Mythical City Games
10446	MythicOwl
10447	MythoLogic Interactive
10448	MZ Games
10449	Mzone
10450	Mzone Studio
10451	Mzonestudio
10452	M�f Selvi
10453	M�mir Studio
10454	M�rten Jonsson
10455	N Tailor
10456	N-Fusion Interactive
10457	N-Game Studios
10458	N-Gon Entertainment
10459	N-Soft
10460	N-Tri Studio
10461	N.R. Burnette
10462	N3V Games
10463	N94Games
10464	NaA Studios
10465	Naarassusi Game
10466	Nabi Studios
10467	Nacho
10468	nada studio
10469	Naddic Games
10470	Nadeo
10471	Nadya Primak
10472	Naev Team
10473	Naga Entertainment
10474	Nagy Zolt�n
10475	Naiad Entertainment LLC
10476	NailGun Studios
10477	nair
10478	NaissusWorks
10479	NAISU
10480	NAKAMA VR GAMES
10481	Naked Sky Entertainment
10482	Naloki
10483	nalothchris
10484	Nalu Zou
10485	Namaage
10486	Namazu Studios
10487	NAMCO BANDAI Games
10488	NAMI TENTOU
10489	Namir Hassan
10490	Namo
10491	Namo Gamo
10492	nan yu
10493	Nanali Studios
10494	Nanalli
10495	Nanite Storm
10496	Nanjing AQUATRAX
10497	Nanmo (Takayuki Yanagihara) @ FullPowerSideAttack.com
10498	Nano Games
10499	Nano Games sp. z o.o.
10500	NanoidGames
10501	Nanoleptic Games
10502	nanos GbR
10503	NantG
10504	Naoko Kabashima
10505	NAPE GAMES
10506	Napoleon Games, s.r.o.
10507	Naps Team
10508	Narayan Games
10509	narayana games UG
10510	Narayana Walters
10511	Narko Games
10512	Narrator
10513	Narrow Monolith
10514	Narvalous Inc
10515	NASA (Some Models)
10516	NASPAPA GAMES
10517	Nat Quayle Nelson
10518	natahem
10519	Natalie De Corsair
10520	Natalie O'Connor
10521	Nate Sanders
10522	Nate Schmold
10523	Nathan Andre
10524	Nathan Archer
10525	Nathan Best
10526	Nathan Gallardo
10527	Nathan Lewis
10528	Nathan Lucci
10529	Nathan Meunier
10530	Nathan Ralph
10531	Nathan Rowe
10532	Nathan Sanders
10533	Nathaniel Carter
10534	Nathaniel Kevin Suriawijaya
10535	Nathaniel Powell
10536	National ancient journey
10537	National Film Board of Canada
10538	Natsume Inc.
10539	NatsumeAtari Inc.
10540	nattou.org
10541	Naughty Children at Play
10542	Naughty Squirrels
10543	Nauris Amatnieks
10544	Naval Sims
10545	Navel
10546	Naviworks Co.,Ltd.
10547	Nawarit Longkhum
10548	Nawia Games
10549	Nayma Software
10550	NAYUTA STUDIO
10551	Nazagoth
10552	NBOYS
10553	NC
10554	NCC Moore
10555	NCR Games
10556	NCTkl
10557	Ncube Inc.
10558	Ndemic Creations
10559	nDi
10560	nDreams
10561	nDreams / Near Light
10562	Nearga
10563	Neat Corporation
10564	NeatVibez
10565	Nebelsoft
10566	Nebula Interactive
10567	Neckbolt
10568	Necrophone Games
10569	Ned van der Drift
10570	Nedodnb
10571	NedoStudio
10572	Neetpia
10573	NeFARiOUS Dimensions iNteractive
10574	Nefrace
10575	Nehaew
10576	Nehaia Halabeieh
10577	Neilson K-S
10578	Neither One Games
10579	NEKCOM Entertainment
10580	Neko Climax Studios
10581	Neko Entertainment
10582	NEKO WORKs
10583	neko.works
10584	Nekoday
10585	Nekomura Games
10586	NEKOPURU
10587	NekoToFuurin
10588	Nekrosoft
10589	Nekyau Games
10590	Nelium Games
10591	Nemesys Games
10592	Nemeton Singularity Simulations
10593	Nemo Studios
10594	nemoBUS
10595	Nemoria Entertainment
10596	Nemo�d Apps
10597	Neo Kuriyo
10598	Neo Red Ent.
10599	NEO.ca
10600	NeoBird
10601	Neobite Games
10602	Neoclassic Games
10603	NeocoreGames
10604	Neognosis
10605	Neojac Entertainment inc.
10606	NEON
10607	Neon Chasm, LLC
10608	Neon Deity Games
10609	Neon Serpent LLC
10610	Neon Squid Games
10611	Neon Studios
10612	neonboxgames
10613	Neonchimp Games
10614	NeoNight
10615	Neopica
10616	Neople
10617	Neosia Entertainment
10618	Neotenia
10619	Neotenomie
10620	Neotro Inc.
10621	NEOWIZ
10622	NEOWIZ BLESS STUDIO
10623	Neox Studios
10624	Nerd Commando Game Studios
10625	Nerd Herd Games
10626	Nerd Monkeys�
10627	Nerdook Productions
10628	NerdRage Studios
10629	NerdyYetis
10630	Nerf Game Co. Ltd.
10631	Nerial
10632	Nerve Damage Games
10633	Nerve Software LLC
10634	Nerve Software, Gearbox Software, LLC
10635	Nervtek
10636	Nest Egg Games, LLC
10637	Net Games Laboratory
10638	Netcore Games
10639	NetDinamica
10640	Netdragon Websoft Inc
10641	NetDragon Websoft Inc.
10642	NetEase Games
10643	NetherRealm Studios
10644	Netherware Ent.
10645	Netlex Studio
10646	Netmin Games
10647	NetoX
10648	NEUN Games
10649	Neuron Flare Works
10650	Neuron Studio
10651	Neuronality
10652	Neuston AB
10653	Neutron Games
10654	Neutron Games GmbH
10655	Never Don't Play
10656	Never Knows Best???
10657	Neversoft
10658	Neverworks Games
10659	Nevosoft
10660	New 90's Games
10661	New Adult Reality
10662	New Atlantis Games
10663	NEW AUDIO TECHNOLOGY
10664	New Bridge Games
10665	New Hansen
10666	New Hell Studios
10667	New Horizon Productions
10668	New Life Interactive, LLC
10669	New Orbit Games
10670	New Reality Games
10671	New Star Games
10672	New Star Games Ltd
10673	New Star Games Ltd.
10674	New State
10675	New Vector Gaming
10676	New World Horizon LLC
10677	New World Interactive
10678	NeWa Studios
10679	Newfa Games
10680	NewFort Studios
10681	NewGen
10682	Newgrange Game
10683	NewHopeGames
10684	Newsight Games
10685	NewWestGames
10686	NewWorldCoders
10687	Nexeon Studios
10688	NEXION
10689	Nexon
10690	Nexon Korea Corporation
10691	Next Friday Interactive
10692	NEXT Studios
10693	Next Zen Mechanics Limited
10694	NEXT-SOFT+
10695	NextGen Games
10696	nextjen
10697	NeXToNe
10698	nextReality Games
10699	NextVR
10700	Nexus Game Studios
10701	Nexus Interactive Arts
10702	NexusLab
10703	NexVR
10704	Nezon Production
10705	NEZOS GAMES
10706	NFA
10707	NGD Studios
10708	NGS GAMES STUDIO
10709	NHLislive
10710	NHTV Breda University of Applied Sciences
10711	Niall McShane
10712	Niasoft
10713	Nicalis, Inc.
10714	Niccolo' Passeri
10715	Nice Shoes
10716	Nicey Game
10717	Nichengun
10718	Nicholas Backus
10719	Nicholas Fisher
10720	Nicholas Herink
10721	Nicholas Hydock
10722	Nicholas Ingulfsen
10723	Nicholas Kovacevich
10724	Nicholas Likiardopoulos
10725	Nicholas Lives
10726	Nicholas Mallory
10727	Nicholas Pellegrino
10728	Nicholas Rizzo
10729	Nicholas Turner
10730	Nick Burnham
10731	Nick Donnelly
10732	Nick Everlith
10733	Nick Helweg
10734	Nick Kestle
10735	Nick Page!
10736	Nick Schorer
10737	Nick Shesterin
10738	Nickana Studio
10739	nickar82
10740	Nickervision Studios
10741	Nickolas Forsten
10742	NickyH
10743	NickySwan
10744	Nico Thomas
10745	Nico Uthe, Sara Lisa Vogl, Julian Heinken
10746	Nicola Mari
10747	Nicolai Clemmensen
10748	Nicolas Bernard
10749	Nicolas Billon (V3ry)
10750	Nicolas Bing
10751	Nicolas Gonzalez
10752	Nicolas Kemball-Cook
10753	Nicolas Pierre-Loti-Viaud
10754	Nicole Long
10755	Nicol�s Recabarren
10756	NicSig23
10757	Nidal alshawwaf
10758	Niek Oosterbaan
10759	Niels Bauer Games
10760	Nifedow Games
10761	Nifflas Games
10762	Nifflas' Games
10763	Niffler Ltd.
10764	NifftyGameWorks
10765	Nifty Productions
10766	Nifty Tools UK
10767	Nigel Fogden
10768	Night AM
10769	Night Animals
10770	Night Apparatus
10771	Night Dreams Studio
10772	Night Light Interactive
10773	Night Node
10774	Night Node Software
10775	Night Owl Gaming LLC
10776	Night School Studio
10777	Night Whale
10778	Night-time Sheep
10779	NIGHTBOX
10780	Nightdive Studios
10781	Nighthood Games
10782	NighthoodGames
10783	Nightly Studios
10784	Nightmaker
10785	Nightshade
10786	NIGORO
10787	Nihad Nasupovic
10788	Nihilistic Software
10789	Nihon Falcom
10790	Nijumi Games
10791	Nik Nak Studios
10792	Niket Patel
10793	NikFamilyGames
10794	Nikhil T
10795	Nikhil Tailor
10796	Niki Odolphie
10797	Nikita
10798	"Nikita ""Ghost_RUS"""
10799	Nikita Kaf
10800	Nikita Makeev
10801	Nikita Nefedov
10802	NIKITA ONLINE
10803	Nikita P.
10804	Nikkatsu Corporation
10805	Nikkihends Production
10806	Nikku Nomura
10807	Niko Kivilahti
10808	Niko Korolog
10809	Nikola Bulj
10810	Nikola Lackovic
10811	Nikolai Patrakov
10812	Nikolay Novikov
10813	NikuTreat
10814	Nilem Studio
10815	Nilo Studios
10816	Nils Jakrins
10817	Nima Zeighami
10818	Nimble Tools
10819	Nimbly Games
10820	Nimbus Interactive
10821	NIMONIX
10822	Nina Freeman
10823	Ninai Games
10824	Ninba
10825	Nincent
10826	Nine Dots Studio
10827	Nine Tales Digital
10828	NINE VR
10829	NineD Digital,Nuclear Studio
10830	ninedux
10831	Ninetales Studios
10832	Ninja Chip Studios
10833	Ninja Kiwi
10834	Ninja Robot Dinosaur
10835	Ninja Theory
10836	Ninja Whale Studios
10837	NinjaBee
10838	ninjadodogames
10839	NinjaDuck Games
10840	NinjaISV
10841	ninjalex
10842	NINJINIX
10843	Nippon Ichi Software, Inc.
10844	Nitay Parnes
10845	NITETIME Studios
10846	nitopu
10847	Nitreal
10848	Nitro Games
10849	Nitroglycerin Ltd.
10850	Nitrome
10851	Nitrome Limited
10852	Nitroplus
10853	Nitrous Butterfly
10854	Niu Studio
10855	Niubility Concept
10856	Nival
10857	NiVision
10858	Nixtor Game Studio
10859	Nixxes software
10860	NiYOtan
10861	NK CREATIV TEAM
10862	nkm
10863	nkmr appworks
10864	Nkt Studio
10865	NLB project
10866	nlfastudio
10867	NMC Studios
10868	NMS Software
10869	NMSL Studio
10870	NMY Mixed-Reality Communication GmbH
10871	No Brakes Games
10872	No Bull Intentions
10873	No Code
10874	no CVT
10875	No Goblin
10876	No Matter Studios
10877	No Moon
10878	No More Room in Hell Team
10879	No Moss Studios
10880	No Pest Productions
10881	No Strike
10882	No Studio in Particular
10883	No Wand Studios
10884	No, You Shut Up Inc.
10885	No-Brain Studio
10886	no-pact
10887	No. 28 Games
10888	no_rest
10889	Noah System
10890	Noble Empire Corp.
10891	Noble Fox Games
10892	Noble Master LLC
10893	Noble Muffins
10894	Noblemen VR
10895	nobodyshot
10896	NoBreadStudio
10897	nocanwin
10898	NoClip
10899	Noctecraft Entertainment
10900	Nocthulus
10901	Nocturnal works
10902	Nocturne Games
10903	Nodacoy Games
10904	Nodamex
10905	Nodbrim Interactive
10906	Node Game Studios
10907	NodziGames
10908	Noetic Games
10909	NOHAM Games
10910	nohoho (Individual)
10911	noiarc
10912	NOINDEX GAMES
10913	Noio
10914	NOISZMAKERS
10915	Nolan Cunningham
10916	Nomad Assembly
10917	Nomad Games
10918	Nomad Studio
10919	Nomada Studio
10920	Nonadecimal Creative
10921	NoName Developments
10922	noname studio
10923	None
10924	NonFictional Games
10925	Nonlinear
10926	Nonostante Games
10927	nonPareil Studios
10928	Noodle Games
10929	Noodletub Games
10930	Noonan.Design
10931	Nooner Bear Studio
10932	Nooskewl
10933	Noostyche
10934	Norain Games
10935	Norain Games.
10936	Norbert Palacz
10937	NorbSoftDev
10938	Nord GS
10939	Nordcurrent
10940	Nordic Legacy
10941	Nordic Mist Games
10942	Nordic Trolls
10943	Noriaki Nakano
10944	Normal Wholesome Games
10945	Norn / Miel
10946	nornware AB
10947	Norrland Interactive
10948	Norrman Brothers
10949	Norse
10950	Norse Designs
10951	NORSKA
10952	North of Earth
10953	North Side
10954	North Star Digital Studios
10955	Northbrain
10956	Northern Amusements
10957	NorthernBytes Software
10958	NorthernLights Games
10959	Northplay
10960	Northway Games
10961	Northwood Studios
10962	norum82
10963	Norven Games
10964	Nosebleed Interactive
10965	Nostalgia
10966	Nostalgia Hound
10967	Nostatic Software, LLC
10968	Not A Company
10969	Not a Number
10970	Not Chicken Games
10971	Not Magic
10972	Not-So Classic Games
10973	NotGames
10974	Nothing Rhymes With Entertainment
10975	NoTime Studios
10976	Notor Games Studio
10977	Notorious Games
10978	notreallythin
10979	Notte Studio Games
10980	Notus Games Ltd
10981	Notus Games Ltd.
10982	Noumena Studios
10983	Noumenon Games
10984	Nova Dimension
10985	Nova Ideals
10986	Nova Ideas
10987	Nova Production
10988	Nova Studios
10989	Nova-box
10990	Novalink
10991	NovaLogic
10992	Novaq Games
10993	Novation Games
10994	NovaWake Studios
10995	Novectacle
10996	Novel Tea Games
10997	Novelab
10998	Noviy Disk
10999	Novo Mundo
11000	Nowar Studio
11001	Nowhere Studios
11002	Nowhere Town
11003	NoxBiX Co,. Ltd.
11004	Noxus Limited
11005	Noyemi Karlait?
11006	Nozhin games studio
11007	No� Zufferey
11008	NP Studios
11009	NPC Games
11010	npckc
11011	NPCWARE
11012	NRDSlab
11013	NRVR Studios
11014	NS
11015	NS STUDIO
11016	NSC Creative
11017	Ntronium Games
11018	Ntroy LTD
11019	NTT Plala Inc.
11020	NTT Solmare
11021	NTWO Studio Co., Ltd
11022	Nuberu Games
11023	Nuclear
11024	Nuclear Box
11025	Nuclear Fiction
11026	Nuclear Fishin' Software
11027	Nuclear Strawberry
11028	Nuclear Tales
11029	NuclearFirecracker
11030	Nucleax
11031	Nude Maker
11032	NuevoSpanish
11033	NukaGames
11034	Nuke Games
11035	Nuke Nine
11036	Nuked Games
11037	NukGames
11038	Nuligine
11039	Null Activity
11040	Null Pointer Studio
11041	Null Reference Games LLC
11042	Nullray Gaming
11043	Nullysun Studio
11044	Numantian Games
11045	Numb Thumb Studios
11046	Number None
11047	NUMENA GmbH
11048	Numicus Studios
11049	Numinous Games
11050	Nuno Donato
11051	Nuno Guerreiro
11052	Nuostak
11053	NURENDSOFT: Jordi Ramon Games
11054	Nussoft
11055	Nuts and Volts Electronics
11056	Nutty Wizards
11057	Nvizzio Creations
11058	NVRMIND
11059	NVYVE� Studios
11060	NX Games
11061	Nyamakop
11062	Nyamyam
11063	Nyan_Fort
11064	NyanBlade
11065	Nyanko Gaming
11066	NyberRoar Interactive
11067	Nyles Avey
11068	Nylon Blonde
11069	Nylund Games
11070	NYX Digital
11071	NYX Digital Ltd
11072	N�o-Riki Games
11073	O L Y M P U S
11074	O'olBlue Inc.
11075	O'Stinky lab.
11076	O-TWO inc.
11077	O.P. Games
11078	O.T.K Games
11079	Oasis Games
11080	Oasis VR
11081	Oats Studios
11082	Obadiah D Luna
11083	Obi-Wanya
11084	Object Normal
11085	Objectif 3D - game
11086	ObjectOnIT
11087	Oblivionburn Productions
11088	Oblix LLC
11089	Oblom studio
11090	oblomysh
11091	OBLONE Software
11092	Obscurasoft
11093	Obscure Cloud
11094	ObsessionSoft
11095	Obsessive Science Games
11096	ObshaGaming
11097	Obsidian Entertainment
11098	Obulum
11099	Obumo Games
11100	OC Game Studio
11101	ocasocreations
11102	OCCA Studios
11103	Occupied VR
11104	Ocean Software
11105	Oceanic Studios
11106	Ocelot Society
11107	OCP
11108	Octamon Co., Ltd.
11109	Octane Games
11110	OCTET
11111	Octo Studio
11112	October Games
11113	OctoberRaven
11114	OctoBox Interactive
11115	OctolabGames
11116	Octopi is not a Word
11117	Octopirate Games
11118	Octopus 8 Studios
11119	Octopus Interactive VR, LLC
11120	Octoq Games
11121	Octoshark Studios
11122	Ocumens LLC
11123	Ocze
11124	ODAKO Co.,Ltd.
11125	Odamir Khaulepi
11126	ODBear Studios
11127	Odd Branch Publishing
11128	Odd Chamber
11129	Odd Comet Games
11130	Odd Digs
11131	Odd Emu
11132	ODD Games
11133	Odd Meter
11134	Odd Ocelot Games
11135	Odd Raven Studios
11136	OddBird
11137	oddByte
11138	Oddeyefish
11139	OddGames
11140	Oddly Shaped Pixels
11141	OddMeat
11142	oddonegames
11143	Oddrok
11144	Oddworld Inhabitants
11145	odenis studio
11146	ODev
11147	ODIAK Games
11148	Odin Game Studio
11149	Odooh Games
11150	Odysseus
11151	oeFun, Inc.
11152	Off The Beaten Track
11153	Office 5656
11154	OfficialAndy
11155	OfficialCH
11156	Offworld Games, LLC
11157	Offworld Industries
11158	OffWorld Laboratories, Protovate
11159	Ogopogoid Entertainment
11160	Ogre Head Studio
11161	Ogulcan Karaoglu
11162	OGUREC APPS
11163	Oh!WHATif Inc.
11164	Oh, a Rock! Studios
11165	Ohayo Software
11166	OhNoo Studio
11167	Ok De
11168	OKAM Studio
11169	Okinawa Sunrise
11170	Okomotive
11171	oksdev
11172	OKSoft
11173	Oktay ?AH?N
11174	Okugi Studio
11175	Old B1ood
11176	Old Doorways Ltd
11177	Old Keyboard
11178	Old Point Games
11179	Old Shack Studio
11180	Old Skull Games
11181	Old Town Entertainment
11182	Oldblood
11183	Olde Sk��l
11184	OlderBytes
11185	Oldmoustache Gameworks
11186	oldnag
11187	Ole Lange
11188	Oleg Sergeev
11189	Oleg Skutte
11190	Oleksandr Savostianov
11191	Oliver Boyce
11192	Oliver Keppelm�ller
11193	Oliveshark
11194	Olivier Archer
11195	Olivier LeClair
11196	Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano
11197	Olli-Samuli Lehmus
11198	Olly Whillans
11199	Olympic
11200	OM ENTERTAINMENT
11201	OmaeDev
11202	OMAG Official
11203	Omaj
11204	Omega Games
11205	Omey Salvi
11206	OmicGames
11207	Omicron Games
11208	Ominous Entertainment
11209	Omnichron Studios
11210	Omniconnection
11211	OMNIDREAM CREATIONS
11212	Omnigames
11213	Omnirift
11214	Omniscience
11215	OmniStorm Gaming
11216	ON Reality lab.
11217	On Target Simulations
11218	On The Level Game Studios
11219	On The Wall Entertainment
11220	ON3D Studios
11221	On5
11222	Onaemo Studio
11223	OnBlind
11224	Once A Bird
11225	Once More With Gusto
11226	Once'?????
11227	Ondrej Pultar
11228	One Bit Studio
11229	One Buck
11230	One Click Man
11231	One Dollar Games
11232	One Hamsa
11233	One Legged Seagull
11234	One Lives Left
11235	One Man
11236	One Man Army
11237	One Man Band Games
11238	One Man Left Studios
11239	One More Game
11240	ONE MORE LEVEL
11241	One Rep Closer
11242	One Room Games
11243	One Show
11244	One Up Plus Entertainment
11245	One Wheel Studio
11246	One Wing Cicada
11247	One Yuan Games
11248	One-bit Punch
11249	onebitbeyond
11250	onebraverobot
11251	ONECOMPANY
11252	Onefurinthebox
11253	oneIMMERS
11254	Oneiric Entertainment LLC
11255	Oneironaut Academy LLC
11256	OneManTeam
11257	OneOcean LLC
11258	ONEONE1
11259	oneoreight
11260	OneShark
11261	OneTechAsia
11262	ONEVISION GAMES
11263	OnFire Games
11264	Oninou
11265	Onion Core
11266	Onion Games
11267	Onion Soup Interactive
11268	OnionMilk
11269	Onipunks Studio Inc.
11270	Oniris Studios
11271	Onivia Games
11272	Onix Fox
11273	Online OciGrup SL
11274	Online Vision
11275	Only Human Studios
11276	Only Voxel Games
11277	Onlyjoy`s production
11278	Onni Interactive
11279	onomatope*
11280	Onomis
11281	OnPluto
11282	OnSkull Games
11283	Onteca Ltd
11284	Onur Vural and Leigh Christian
11285	Onuralp Kanats?z
11286	onyonvoid
11287	Onyx Lute
11288	Oodlescube
11289	Oomst Games
11290	OOO Gameprom
11291	oophok
11292	oops11
11293	OOTOTGames
11294	Oovee� Game Studios
11295	OPAL Studio
11296	OPEN LEVEL
11297	Open Mid Interactive
11298	Open World Interactive
11299	OPENCAP STUDIO
11300	Opendream
11301	OpenXcell Studio
11302	OperaHouse Corporation
11303	Operation Codename
11304	Operation Constellation
11305	Operation Games
11306	Ophyer
11307	Oppai Reveal Studios
11308	Opposable Games
11309	OPQAM
11310	Optical Override
11311	Opus
11312	Oracle Gaming Orlando LLC
11313	OranCG
11314	Orange Bridge Studios
11315	Orange Cat Studio
11316	Orange Valley
11317	Orange_Juice
11318	OrangeGames
11319	Orangepixel
11320	OrangesGame Technology Limited
11321	Orator Games
11322	Oray Studios
11323	Orbcreation
11324	ORBI Games
11325	Orbital Knight
11326	Orbital Views
11327	Orbus Online, LLC
11328	Orc Hunter Developer Team
11329	Orch Star Studios
11330	Orchid Games
11331	Ore
11332	Oreol
11333	Orfeas Game Studio
11334	Organic 2 Digital Studio
11335	Organic Humans
11336	Organic Robot Games
11337	Origami Sword
11338	origamihero games
11339	ORIGIN Systems, Inc.
11340	Origin8
11341	Origin8 Technologies Ltd
11342	Origin8 Technologies Ltd.
11343	Original Gam
11344	OriginsVR
11345	Orihaus
11346	Oriku Inc
11347	Oriolus Software GmbH
11348	Orion
11349	Orion Games
11350	OrionSoft
11351	Oriplay
11352	Orlyapps
11353	Orneon
11354	Orneon Limited
11355	Orphic Software
11356	Orrery Games
11357	Orthogonal Games
11358	OrtiGames/OrtiSoft
11359	Oruji Productions
11360	Oryon Entertainment
11361	Oryps Games
11362	Oryx Design Lab
11363	Oryzhon Studios
11364	OSA Studio
11365	Osarion
11366	Osaris Games
11367	"Oscar ""Ratvader"" Rydelius"
11368	Oscar Brittain
11369	Oscar Celestini
11370	Oscar Crespo
11371	Oscar K
11372	Oscar Kenneth Albero Ingles
11373	Oscar Ortigueira L�pez
11374	Oscar Rindel Peulicke
11375	Osgoode Media
11376	Osky Studios
11377	Oslo Albet
11378	Osmium
11379	Osmotic Studios
11380	OSome Studio
11381	Ostrich Banditos
11382	Osumia Games
11383	OTBS
11384	Other collaborators: Alessio Tolu
11385	Other Ocean Interactive
11386	Other Side Worlds
11387	Other Tales Interactive
11388	OtherSide Entertainment
11389	Otis Miller
11390	otter otter game
11391	Ottercopter Studios, LLC
11392	Otterly Bearable Games
11393	Ottropi Games
11394	OTUSUN Club
11395	OTUSUN LAND
11396	Oubliette
11397	Ouch Giver Games
11398	Oudidon
11399	ouka-ichi-mon.inc
11400	OurLastSpring
11401	Out Of Bounds
11402	Out of the Park Developments
11403	Out There Entertainment
11404	Outback Studios
11405	Outcorp
11406	Outdoor Gaming
11407	Outer Brain Studios
11408	Outer Grid Games LLC
11409	Outer Planet Studios
11410	Outer Rim Studios LLC
11411	Outerlight Ltd.
11412	Outerminds Inc.
11413	Outgunned Games
11414	Outhouse Games
11415	Outlands
11416	Outlaw
11417	Outlaw Wars
11418	Outlier Interactive
11419	OutOfBounds Software Solutions Inc
11420	OutOfTheBit Ltd
11421	Output Games
11422	Outrage Entertainment
11423	Outrage Games
11424	Outsider Games
11425	Over The Moon
11426	Over the Top Games
11427	Overcloud9
11428	Overcloud9, Phantasm Games
11429	Overcome Studios
11430	Overcurfew
11431	OVERDRIVE
11432	Overflow
11433	Overgroup
11434	Overhaul Games
11435	Overhead Games
11436	Overhype Studios
11437	Overimagined Games
11438	OverjoyedGameDevs
11439	OVERKILL - a Starbreeze Studio.
11440	OVERKILL Software
11441	Overly Complicated Games
11442	Overrun Games
11443	Overture
11444	Ovid Works
11445	Ovidiu Chis
11446	Ovilex Software
11447	ovos
11448	Ovosonico
11449	Owen Badham
11450	Owen Bell
11451	Owen Smallwood
11452	Owl Cave
11453	Owl Green Sea
11454	Owl Studio
11455	Owl Tribe Entertainment
11456	owl.
11457	Owlbear
11458	Owlcat Games
11459	Owlchemy Labs
11460	Owlet
11461	Owlgorithm
11462	owockitalki
11463	Oxana
11464	Oxeye Game Studio
11465	Oxide Games
11466	OxPrime Studio
11467	OxPrimeStudio
11468	Oxrock Studio
11469	Oxymoron Games
11470	Ozan �elik
11471	Ozark Softscape
11472	Ozzie Sneddon
11473	P.S.B (iNsOoL)
11474	Pablo Farias Navarro
11475	Pablo Vidaurre Sanz
11476	Packet1337 Inc.
11477	Packet39
11478	PacoProject
11479	PadaOne Games
11480	Paddle Team
11481	Page 44 Studios
11482	PagodaWest Games
11483	PAIN Games
11484	Painful Smile
11485	Painted Black Games
11486	Painted Sky Studios
11487	Pal Diaray
11488	Paladin Studios
11489	Palaplay
11490	PaleBlue XYZ
11491	Paleno Games
11492	Paleo Entertainment
11493	Paleontology
11494	Paleozoic
11495	PALETTE
11496	Palfrey Games
11497	Palladium Games
11498	Paloma Dawkins
11499	Palomino Studio
11500	PalveGames
11501	Panayotis Lampitsakis
11502	Panda Indie Studio
11503	Panda2U
11504	Pandamonium Games Design
11505	Pandemic Studios
11506	Pandora Entertainment
11507	Pandorica
11508	Pangake
11509	PanGuoJun
11510	Panic Bot Games
11511	Panic Ensues Software
11512	PanicBarn
11513	Panoramik Inc
11514	Panos Tzimas
11515	Pantera Entertainment
11516	Panther Games
11517	PanTrojan Studio
11518	Pantumaca Barcelona
11519	Panzar Studio
11520	Panzer Gaming
11521	Panzer Gaming Studios
11522	Paola Escobar
11523	Pap??
11524	Papaya Studio
11525	Paper Castle Games
11526	Paper Crane Games
11527	Paper Crown Interactive
11528	Paper Cult
11529	Paper Fan Games
11530	Paper Games
11531	Paper House
11532	Paper Pirates
11533	Paper Plane
11534	Paper Rose Games
11535	Paper Scorpion Co.
11536	Paperash Studio
11537	PaperSeven LTD
11538	Papurika.moe
11539	Para
11540	Parabole
11541	Parabox Games
11542	parade
11543	Paradox Development Studio
11544	Paradox Terminal
11545	parafeks
11546	Parallax
11547	Parallax Arts Studio
11548	Parallax Labs
11549	Parallaxian Pty Ltd
11550	Parallel Circles
11551	Parallel Intersection Studio
11552	Parallel Mind LLC
11553	Parallel Space Inc
11554	Paranormal Games
11555	Parasol
11556	Paratope
11557	Paris Stalker
11558	Parizagames Ltd.
11559	Parkerhill Reality Labs
11560	Parmenion Games
11561	Parody Games, LLC
11562	Parovoz Animation Studio
11563	Parrott Studios
11564	PARSEC G.K.
11565	Parsec Productions, LLC
11566	Parseh Game Studio
11567	Part Time Monkey
11568	Parta Games Oy
11569	Partial Reality
11570	Partickhill Games Limited
11571	Particle
11572	Particle Studios
11573	Particle Systems Ltd.
11574	PartTimeIndie
11575	Party for Introverts
11576	Party Robot Studio
11577	PashaPencil
11578	Passtech Games
11579	Pastagames
11580	Pastanaga Sideral
11581	PatatEj
11582	PatchNoteStudio
11583	Patchwork Games
11584	Pathea Games
11585	Pathfinder Games
11586	Pathless Games
11587	Pathos Interactive
11588	Patito
11589	PatrAwW
11590	Patria Games�
11591	Patrice Meneguzzi
11592	Patrick Beavers
11593	Patrick God
11594	Patrick Hofmann
11595	Patrick Lindsey
11596	Patrick O'Connor
11597	Patrick Scott
11598	Patriot Game Studio
11599	Patryk Starzy?ski
11600	Patryk Szuberla
11601	Patryk Taranek
11602	Paul Bird
11603	Paul Boland
11604	Paul C. K. W
11605	Paul Cooney
11606	Paul Cuisset
11607	Paul Fisch
11608	Paul Georgeon
11609	Paul Georghiou
